% Distances between instruments for pitch 32 (G#1)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 13 (Contrabassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 40 (ScaleChangerHarmonium), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 44 (Tanbur), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 3' NUMERIC

@DATA
34,'Organ',2,0.04848486619979503,0.03322536239775653,0.06411406090589818,0.08171718662216558,0.10708016595877735,0.10658697866092494,0.10742857886826147,0.10746417470479717,0.10533801205448122,0.003727640981200117,0.10655008448129244,0.10904692128902872,0.07551598791336459,0.10515430754671791,0.10819322699809157,0.07538537067874224,0.09351885345664872,0.08394599441221752,0.11603130859036254,0.05431600971668896,0.0,0.09823878921112389,0.0846407052782377,0.09132049777490397,0.09969701077725994,0.11477687496882849,0.1177525232372844,0.11304009969731739,0.10065080805230069,0.09916689593837745,0.09640953955438218,0.056496631076668864,0.04885144174958039,0.06402857016040886,0.08201613312818899,0.09332860638354583,0.0373561272718641,0.09006332087348719,0.017179509364427956
34,'Organ',3,0.06271065320857569,0.06552208229876574,0.042164946093525474,0.017157016336242812,0.04237677841828594,0.04187585665186674,0.04277457734695895,0.0427154689225572,0.04058930627224124,0.09750877108505844,0.041801378699052476,0.03243474843005242,0.039383513656608395,0.040405601764477946,0.04345408513418625,0.044897242112619064,0.011230684615046671,0.014589784377626007,0.017907158609286888,0.15014108072408378,0.09823878921112389,0.0,0.020027097167055436,0.015662792774596913,0.0038936395374801432,0.026723705640394807,0.023729146481796737,0.014801310486193516,0.002499970003663196,0.03158976305569302,0.02908010963751097,0.059647378943311735,0.05678480855615408,0.05804397742815862,0.03149044015385323,0.005402499421276469,0.06093914749787744,0.012348968631915909,0.10839654584610277
34,'Organ',4,0.08273775037563114,0.08260278153940263,0.0621920432605809,0.02107083077404367,0.022439460680539664,0.021946273382687263,0.022787873590023804,0.022823469426559485,0.02069730677624353,0.08833465317556437,0.021909379203054764,0.026377489562954076,0.02381415617155916,0.02051360226848024,0.023552521719853878,0.029375294734086524,0.010855090470057486,0.02643015813452849,0.0333618768642879,0.13895462416189344,0.0846407052782377,0.020027097167055436,0.0,0.008680745387344285,0.017027579051185297,0.03210744324275384,0.03508309151120975,0.030370667971242746,0.01915677715573175,0.016497464212302786,0.013748420478463792,0.04421311912932024,0.041350548742162575,0.042507674033734476,0.015921082668804005,0.017011818198335374,0.07198499481688188,0.032372139182363424,0.10178652155879221
34,'Organ',5,0.0783734459831726,0.07823847714694411,0.057827738868122376,0.016706526381585148,0.02683344441151315,0.02634025711366075,0.027181857320997288,0.027217453157532972,0.025091290507217017,0.09075525665841122,0.02630336293402825,0.01772642351412475,0.032480841966629426,0.024907585999453724,0.02794650545082736,0.038056040121430816,0.004432108159550245,0.022065853742069968,0.024710810815458572,0.14322278928786386,0.09132049777490397,0.015662792774596913,0.008680745387344285,0.0,0.011776495427288028,0.023456377193924516,0.026432025462380427,0.021719601922413418,0.014792472763273225,0.015971562503857017,0.013438683551272751,0.05289386451666452,0.05003129412950686,0.05118841942107877,0.024579717837946,0.01264751380587685,0.06762069042442335,0.0280078347899049,0.10164223588351821
34,'Organ',6,0.06659695055588459,0.06697296167473055,0.04605124344083436,0.018607895712207626,0.03849048107097705,0.03798955930455785,0.03888827999965006,0.03882182938507705,0.036695666734761094,0.09895965046102323,0.03790773916157233,0.028548451082743526,0.04084173522274446,0.036511962226997804,0.03956778778687737,0.04635546367875513,0.007344387267737783,0.01604066375359082,0.01645627923332207,0.15159930229021984,0.09969701077725994,0.0038936395374801432,0.017027579051185297,0.011776495427288028,0.0,0.022830066102914662,0.01984284913448785,0.013343088920057448,0.003111270688642862,0.02770346570838413,0.025193812290202084,0.061098258319276545,0.05823568793211889,0.0595021989942947,0.0329486617199893,0.00685337879724128,0.06239002687384226,0.01624260816939605,0.10985476741223883
36,'Piano',6,0.08941544795882835,0.08928047912259984,0.06886974084377813,0.033676191203805265,0.015671983668033285,0.020581071846791397,0.0160697825967063,0.01599374428607122,0.013874431605001495,0.11402794595262089,0.015077673058657664,0.005729953679799765,0.055921599414312996,0.01368189612408314,0.016749290383933604,0.061435327870323665,0.02125802151217979,0.033107855717725704,0.01165053630955254,0.16667916648178838,0.11477687496882849,0.026723705640394807,0.03210744324275384,0.023456377193924516,0.022830066102914662,0.0,0.0031112994081387655,0.019695898088600738,0.025941336791557523,0.015609979030451054,0.01836733541444632,0.07616655381087419,0.07330398342371654,0.07458206318586325,0.048028525911557846,0.023689515781532586,0.07866269240007909,0.03907267427231071,0.1249346316038074
36,'Piano',7,0.08643979969037242,0.08630483085414394,0.06589409257532221,0.036787490611944036,0.018719053944281337,0.02363587659160624,0.01906746685376547,0.01910306269030115,0.016976900039985195,0.11713924536075965,0.01818897246679643,0.008768181158771173,0.05889724768276892,0.016793195532221906,0.019832114983595547,0.06444002882377925,0.024233669780635705,0.03422025865332723,0.00854133792090625,0.16965481475024427,0.1177525232372844,0.023729146481796737,0.03508309151120975,0.026432025462380427,0.01984284913448785,0.0031112994081387655,0.0,0.016720249820144827,0.022858826470473048,0.018585627298906972,0.02134298368290223,0.07927785321901296,0.0764152828318553,0.0775724081234272,0.05100417418001376,0.025032973696977687,0.08056962177357867,0.03607418849710472,0.12802622458586663
36,'Piano',8,0.0697195498702276,0.08023289326695256,0.04992599950086694,0.03186782730442963,0.03536788175663402,0.03486695999021482,0.03576568068530704,0.03568964237467196,0.033570329693602234,0.11221958205324524,0.03470198251939386,0.025425851768400506,0.0541848241428019,0.033376779609511666,0.03644518847253434,0.05969855259881257,0.019521246240668696,0.02930059534581282,0.008178911899238575,0.1649423912102773,0.11304009969731739,0.014801310486193516,0.030370667971242746,0.021719601922413418,0.013343088920057448,0.019695898088600738,0.016720249820144827,0.0,0.012389291645016726,0.0245808663940411,0.022071212975859063,0.07435818991149855,0.07149561952434089,0.07284528791435214,0.04629175064004675,0.020113310389463283,0.07568397242545331,0.0229767788238302,0.1231978563322963
36,'Piano',9,0.06358097321989939,0.06802205230242893,0.04303526610484917,0.019656986339906007,0.04154909132770009,0.04105590402984769,0.04190425733563526,0.04193310007371991,0.03980693742340396,0.10000874108872164,0.04101900985021519,0.031598218542189936,0.04179553249778518,0.03962323291564066,0.04266215236701431,0.04730952455174122,0.010360364603722982,0.017089754381289204,0.015407188605623687,0.15255309956526056,0.10065080805230069,0.002499970003663196,0.01915677715573175,0.014792472763273225,0.003111270688642862,0.025941336791557523,0.022858826470473048,0.012389291645016726,0.0,0.030719443044369327,0.028209789626187285,0.062147348946974934,0.05928477855981728,0.06045599626933542,0.03390245899503003,0.007902469424939664,0.06343911750154065,0.013215362026631672,0.11089572031382862
36,'Piano',10,0.09430041626426872,0.09416544742804021,0.07375470914921849,0.03263349666268125,0.01086188190765614,0.010368694609803735,0.011210294817140273,0.011245890653675955,0.00911972800336,0.09989731906420195,0.010331800430171234,0.009880025350651292,0.04031162038386194,0.00893602349559671,0.01197494294697035,0.04585784606214336,0.02037966006437573,0.03799282402316607,0.01686441265198511,0.15106918745133732,0.09916689593837745,0.03158976305569302,0.016497464212302786,0.015971562503857017,0.02770346570838413,0.015609979030451054,0.018585627298906972,0.0245808663940411,0.030719443044369327,0.0,0.002757356383995262,0.06069567045737706,0.05783310007021941,0.058990225361791306,0.032418546881106784,0.028574484086972957,0.08354766070551944,0.043934805071001004,0.11334918744742979
36,'Piano',11,0.09179076284608667,0.09165579400985817,0.07124505573103644,0.03012384324449921,0.0133947608602404,0.012901573562387997,0.013743173769724537,0.013778769606260217,0.011652606955944264,0.0973876656460199,0.012864679382755496,0.012637381734646553,0.03755426399986669,0.011468902448180973,0.01450782189955461,0.04312371521255032,0.017849425022464307,0.03548317060498402,0.019621769035980372,0.14831183106734205,0.09640953955438218,0.02908010963751097,0.013748420478463792,0.013438683551272751,0.025193812290202084,0.01836733541444632,0.02134298368290223,0.022071212975859063,0.028209789626187285,0.002757356383995262,0.0,0.057961539607784024,0.05509896922062637,0.05625609451219827,0.029661190497111526,0.026064830668790912,0.08103800728733741,0.04142515165281896,0.11083953402924773
40,'ScaleChangerHarmonium',1,0.05390204545845143,0.053814954181377696,0.033259649208803636,0.04249036260706892,0.06055879927473162,0.05564197662740671,0.06021038636524748,0.0601747905287118,0.06230095317902776,0.059633482338621265,0.06108888075221652,0.07050967206024178,0.020413022550035097,0.06248465768679105,0.059445738235417406,0.019629649345765124,0.055068209599377714,0.04505759456568573,0.07755453755259861,0.11081054996032462,0.056496631076668864,0.059647378943311735,0.04421311912932024,0.05289386451666452,0.061098258319276545,0.07616655381087419,0.07927785321901296,0.07435818991149855,0.062147348946974934,0.06069567045737706,0.057961539607784024,0.0,0.007645189327088474,0.00828720484332337,0.028314146678718514,0.05424487952203527,0.04364933738563767,0.05147583722228297,0.07350814522210301
44,'Tanbur',1,0.046720681760161885,0.046585712923933376,0.026174974645111652,0.04017049855144155,0.058366749866699756,0.05786582810028055,0.05876454879537277,0.05868851048473769,0.0594383827918701,0.05231758456009511,0.058242159322497815,0.06764710167308412,0.026906410842870182,0.05962208729963339,0.05944405658260007,0.02671432390945711,0.052205639212220066,0.0423993063414935,0.07469196716544096,0.10316536063323617,0.04885144174958039,0.05678480855615408,0.041350548742162575,0.05003129412950686,0.05823568793211889,0.07330398342371654,0.0764152828318553,0.07149561952434089,0.05928477855981728,0.05783310007021941,0.05509896922062637,0.007645189327088474,0.0,0.015371879407015357,0.03341460668362283,0.05178191831282177,0.0360041480585492,0.04861326683512532,0.06586295589501454
45,'Trombone',1,0.062092561167177235,0.06195759233094874,0.04154685405212701,0.04152237483920034,0.05891007951782996,0.054000991339071845,0.05851228058915694,0.05858831889979202,0.06070763158086174,0.06768946396711047,0.05959403561025659,0.06885210950606348,0.018707577454449342,0.06090118166495231,0.05783277280192964,0.013146735315539568,0.05336276450379196,0.04375118262925228,0.07584909245701286,0.11834248904406464,0.06402857016040886,0.05804397742815862,0.042507674033734476,0.05118841942107877,0.0595021989942947,0.07458206318586325,0.0775724081234272,0.07284528791435214,0.06045599626933542,0.058990225361791306,0.05625609451219827,0.00828720484332337,0.015371879407015357,0.0,0.026608701583132763,0.05313379460058056,0.05133980560842797,0.04986850909052195,0.08114133235033831
45,'Trombone',3,0.08013528844378472,0.08000031960755621,0.05958958132873449,0.018468368842197252,0.03235654224352456,0.02744745406476645,0.03195874331485154,0.032034781625486626,0.034154094306556346,0.08573219124371795,0.0330404983359512,0.04229857223175807,0.00790112412868342,0.034347644390646914,0.031279235527624245,0.013476322283484806,0.026770504399378055,0.02382769620268207,0.0492829595330919,0.13633005201184475,0.08201613312818899,0.03149044015385323,0.015921082668804005,0.024579717837946,0.0329486617199893,0.048028525911557846,0.05100417418001376,0.04629175064004675,0.03390245899503003,0.032418546881106784,0.029661190497111526,0.028314146678718514,0.03341460668362283,0.026608701583132763,0.0,0.02658025732627516,0.06938253288503546,0.029769677250517004,0.09918405962694578
45,'Trombone',4,0.06572593217729576,0.06559096334106726,0.04518022506224553,0.011754516914966345,0.03936149944956587,0.03886057768314668,0.03975929837823889,0.03968326006760381,0.03756394738653409,0.0921765892931638,0.03867754335713924,0.029419469461332354,0.03447333082903032,0.03737039730244352,0.04043880616546619,0.03998705928504099,0.008215405646326607,0.009613666951171855,0.023309658030563354,0.1452308978965057,0.09332860638354583,0.005402499421276469,0.017011818198335374,0.01264751380587685,0.00685337879724128,0.023689515781532586,0.025032973696977687,0.020113310389463283,0.007902469424939664,0.028574484086972957,0.026064830668790912,0.05424487952203527,0.05178191831282177,0.05313379460058056,0.02658025732627516,0.0,0.05597247911168172,0.015856564194334368,0.10348636301852471
47,'Tuba',1,0.011128738927930933,0.010617786722520757,0.026757933634034097,0.05149309223150506,0.09433467606811237,0.09383375430169316,0.09473247499678539,0.09465643668615031,0.09253712400508059,0.03656962358718099,0.09370279079026127,0.08439264607987886,0.0628743370442828,0.09234357392099002,0.0954119827840127,0.06268225011086974,0.0631885822648731,0.04658986714035344,0.07884630610716432,0.08925841878482399,0.0373561272718641,0.06093914749787744,0.07198499481688188,0.06762069042442335,0.06239002687384226,0.07866269240007909,0.08056962177357867,0.07568397242545331,0.06343911750154065,0.08354766070551944,0.08103800728733741,0.04364933738563767,0.0360041480585492,0.05133980560842797,0.06938253288503546,0.05597247911168172,0.0,0.05276760577684869,0.04751388390684299
47,'Tuba',2,0.05036561119326771,0.05735054057773698,0.029819904078217486,0.011940648772212197,0.054721820433593915,0.05422089866717472,0.05511961936226694,0.0550644375544731,0.052938274904157145,0.08933722936402967,0.05415034733096838,0.0447797904453604,0.03120804531897171,0.052754570396393856,0.05579912714949423,0.036721773774982376,0.023575726630354652,0.006418242656597249,0.027532850576198475,0.1419656123864471,0.09006332087348719,0.012348968631915909,0.032372139182363424,0.0280078347899049,0.01624260816939605,0.03907267427231071,0.03607418849710472,0.0229767788238302,0.013215362026631672,0.043934805071001004,0.04142515165281896,0.05147583722228297,0.04861326683512532,0.04986850909052195,0.029769677250517004,0.015856564194334368,0.05276760577684869,0.0,0.10022420858913667
47,'Tuba',3,0.05864262283477392,0.04338311903273543,0.07427181754087708,0.09187494325714447,0.1241362028100227,0.12363528104360351,0.12453400173869572,0.12447568885023132,0.12234952619991536,0.013874662883481749,0.1235615986267266,0.11925804342709546,0.09267586378619314,0.12216582169215207,0.12521350952592303,0.09248377685278004,0.10381658096623142,0.09410375104719643,0.1263029089194523,0.04174453487798099,0.017179509364427956,0.10839654584610277,0.10178652155879221,0.10164223588351821,0.10985476741223883,0.1249346316038074,0.12802622458586663,0.1231978563322963,0.11089572031382862,0.11334918744742979,0.11083953402924773,0.07350814522210301,0.06586295589501454,0.08114133235033831,0.09918405962694578,0.10348636301852471,0.04751388390684299,0.10022420858913667,0.0
