% Distances between instruments for pitch 30 (F#1)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 13 (Contrabassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 44 (Tanbur), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 3' NUMERIC

@DATA
34,'Organ',4,0.05744565961625967,0.07165744019404204,0.03244307265676318,0.02288696079042612,0.02404609646003582,0.023897722927200025,0.02271301299911908,0.02120955991501623,0.14257477898791174,0.02118000625981181,0.02336688096086914,0.03290468850159398,0.021508128290168117,0.024248768839746887,0.021340273356580727,0.008035676914405513,0.028009538650626317,0.0693469359106037,0.046316922141997195,0.014754262126046795,0.0,0.003459548196275326,0.017296524665772296,0.028842572064717326,0.022069060867464314,0.2603589259113232,0.270548439392639,0.23552415651181965,0.021247313841468857,0.05348127966887714,0.0898486472137835,0.01547427274622124,0.01463913594928041,0.04043604013050651,0.029908254153269975,0.05170501753265011
34,'Organ',5,0.05764232659701644,0.0718541071747988,0.03263973963751994,0.022721458942977366,0.023880947720963233,0.02372217176966795,0.022547864260046485,0.021044411175943637,0.1427714459686685,0.021014857520739217,0.01993885100627799,0.036339386202120724,0.02134297955109553,0.024083620100674302,0.024796694659669827,0.008206157713638048,0.024581508696035165,0.07277496586519486,0.048645666544711225,0.011937545058337789,0.003459548196275326,0.0,0.01626746763284313,0.02541454211012617,0.018626720294938663,0.2605555928920799,0.27074510637339577,0.2357173458724938,0.017799691305883453,0.05694082786515247,0.09328511144125336,0.01890573955147782,0.014835802930037176,0.04063270711126327,0.03010492113402674,0.05190168451340688
34,'Organ',6,0.041374858964173304,0.05840021156292164,0.020643521744313335,0.03896188644961258,0.04012137522759845,0.039968523579286395,0.0387882917666817,0.03728483868257885,0.1554045604223189,0.03725528502737443,0.028730981503427667,0.05019673505189002,0.03758340705773074,0.04032404760730951,0.0386336711291668,0.01276838696764527,0.010717492100330281,0.08663898246089974,0.0625096831404161,0.00432992257450534,0.017296524665772296,0.01626746763284313,0.0,0.023296712909812046,0.014148995138655002,0.2442881252592368,0.2544776387405527,0.22283636704251483,0.030861037745170617,0.07077780433464943,0.10714069376407953,0.03276631929651728,0.009052988259792375,0.03444747986422837,0.01477956942205564,0.06454881537550201
36,'Piano',6,0.0646210459051012,0.07883282648288358,0.039618458945604715,0.015711574501584582,0.01684624205846031,0.01672233663835849,0.015491889464558381,0.01402917294962356,0.16690455996785603,0.013958572117562386,0.005475691103848181,0.06174726056631131,0.014286694147918699,0.017068907681779058,0.05018284542129805,0.024318912482066555,0.014736580708859887,0.09818950797532101,0.0740602086548374,0.018976827623175988,0.028842572064717326,0.02541454211012617,0.023296712909812046,0.0,0.009157550273615282,0.2675343122001647,0.2777674241280245,0.2427455906540691,0.00761485080424272,0.08227780388018657,0.11869121927850083,0.04431684481093856,0.021814522238121945,0.047625928789489326,0.03710978410430788,0.07608976232780608
36,'Piano',7,0.05552385410282831,0.06973563468061068,0.030521267143331813,0.024822723813415815,0.025982212591401686,0.0258234366401064,0.024649129130484938,0.023145676046382086,0.1601770966240109,0.023116122391177666,0.014591818867230906,0.0549594387511238,0.02344424442153398,0.02618488497111275,0.043406207330858815,0.017531090666879048,0.005954788401096503,0.09140168616013351,0.06727238683964988,0.009819277349560706,0.022069060867464314,0.018626720294938663,0.014148995138655002,0.009157550273615282,0.0,0.2584371203978918,0.26862663387920765,0.23359887337830565,0.01671204260651562,0.07555034053634145,0.1119033974633133,0.03752902299575105,0.013825524461484391,0.03922001606592039,0.02798644863983861,0.06932135157719403
36,'Piano',8,0.20513358846524962,0.1887014857172811,0.2280149280744379,0.28324588670174927,0.284380554258625,0.2842566488385232,0.2830262016647231,0.2815634851497883,0.11778414692341144,0.28149272517014,0.27301000330401287,0.2420315433395724,0.28182097037165704,0.28460321988194376,0.26385928290190935,0.2523494351784419,0.25283416946581116,0.19149306369328925,0.21407535932223568,0.2486180478337421,0.2603589259113232,0.2605555928920799,0.2442881252592368,0.2675343122001647,0.2584371203978918,0.0,0.01509313878503066,0.024838247019586156,0.27514916300440745,0.21715494057509674,0.19848783633483383,0.25998551792075114,0.24597783854246458,0.21992288578081667,0.2304506717580532,0.20865390837867306
36,'Piano',9,0.22022672725028025,0.1989448113435873,0.238281573901875,0.29343540018306513,0.29459208644581086,0.29444616231983906,0.2932590029848941,0.2917555499007913,0.12804007846168758,0.29172599624558687,0.28320169272164014,0.25222105682088825,0.2920541182759432,0.294794758825522,0.2740487963832252,0.26253894865975774,0.2630308434191646,0.2016825771746051,0.22426487280355153,0.258807561315058,0.270548439392639,0.27074510637339577,0.2544776387405527,0.2777674241280245,0.26862663387920765,0.01509313878503066,0.0,0.03502776050090201,0.28533867648572325,0.22742158640253382,0.2086773498161497,0.270175031402067,0.25624448436990166,0.23014149533853515,0.2406576400237166,0.21884607289976596
36,'Piano',10,0.19086121530844533,0.1644958946515301,0.20325974042791958,0.2584107641938696,0.2595702529718555,0.25941840181893705,0.2582371695109387,0.2567337164268359,0.09301824498773219,0.2567041627716315,0.2481798592476847,0.2171932963199862,0.25703228480198775,0.25977292535156654,0.2390213866092196,0.22751118815885574,0.23355285864745154,0.1666548166737031,0.18923711230264958,0.22377980081415597,0.23552415651181965,0.2357173458724938,0.22283636704251483,0.2427455906540691,0.23359887337830565,0.024838247019586156,0.03502776050090201,0.0,0.2503109159848213,0.19239975292857844,0.17364958931524768,0.23514727090116502,0.22122265089594625,0.19511966186457977,0.20808017943175336,0.1838242394258105
36,'Piano',11,0.07223589670934392,0.08644767728712631,0.047233309749847435,0.008115963169959954,0.009275451947945821,0.009116675996650536,0.007942368487029075,0.006438915402926224,0.15935534959801545,0.006409361747721806,0.0021391597003945387,0.05413240976206859,0.006737483778078117,0.009478124327656887,0.042584460304863354,0.022806321426495513,0.022314993538596256,0.09057465717107831,0.06644535785059467,0.02653111517066528,0.021247313841468857,0.017799691305883453,0.030861037745170617,0.00761485080424272,0.01671204260651562,0.27514916300440745,0.28533867648572325,0.2503109159848213,0.0,0.074728593510346,0.1110763684742581,0.03670199400669585,0.029429373042364666,0.05522627722359077,0.04469849124635423,0.06849960455119856
44,'Tanbur',1,0.038712797412549245,0.028476775058946534,0.050226561595251164,0.06661263034038604,0.06723240949849107,0.06710850407838925,0.06678622502331692,0.06828967810741977,0.09938150794084626,0.0683192317626242,0.07684353528657095,0.024883398579438446,0.06799110973226788,0.06745507512180983,0.04671113814177542,0.05803112543305214,0.08148120844060193,0.02577450770931591,0.008296998631666797,0.06823554179492393,0.05348127966887714,0.05694082786515247,0.07077780433464943,0.08227780388018657,0.07555034053634145,0.21715494057509674,0.22742158640253382,0.19239975292857844,0.074728593510346,0.0,0.03645374511285436,0.042837373160617205,0.061976068840316055,0.03633032447042106,0.05599823491259379,0.008575513502767924
