% Distances between instruments for pitch 40 (E2)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 12' NUMERIC
@ATTRIBUTE 'Distance to instrument 3 (Bandura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 11 (CeylonGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 13 (Contrabassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 14 (Cumbus), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 12' NUMERIC
@ATTRIBUTE 'Distance to instrument 20 (EgyptianFiddle), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 26 (Fujara), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 40 (ScaleChangerHarmonium), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 44 (Tanbur), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 48 (TurkeySaz), style 1' NUMERIC

@DATA
1,'AcousticGuitar',1,0.0,0.003274700629193508,0.0002504290105888788,0.0036421295762220462,0.003539530755863326,0.0018954236625553413,0.1288342923259788,0.16311385474776546,0.005581720746039378,0.00434944849890394,0.009962486376090788,0.0005823208535583881,0.017134228254971864,0.04460409064084189,0.055233434793410884,0.0559621704170117,0.05006509562297331,0.04662257311861797,0.06631649794068784,0.055125543994798486,0.036068782050805846,0.06580719638894635,0.03145600579086365,0.0021356699574367637,0.049150820665854154,0.054742807890431865,0.06962939018275817,0.05398569981880345,0.11638309431545023,0.1041674231954578,0.1371675210291253,0.13694043712876897,0.1425119946230546,0.13475481648446067,0.1468838292133019,0.1394458522196019,0.13821074818411308,0.14236971233349724,0.1341517391967426,0.14025599920281331,0.14582572164888494,0.14447412172796045,0.10700584987045603,0.03480181286237597,0.04115567391191565,0.03543950181675101,0.034119432834326294,0.03370566125686107,0.05233170347067421,0.03393626001655723,0.12011377122034463,0.025085375174094326,0.0047328798825066395,0.007392561869229892,0.008806951078168906,0.023090120294066208,0.08503439630111102,0.028207576040523125,0.032865923548862704,0.084552913099965,0.039488274764190916,0.12788318252311603,0.05376617445261356,0.08311343179279017,0.05094619230169422,0.015510707092429118,0.1722326827291777,0.13326065935547812,0.02054320474761469,0.0492809044668513,0.03343829481622051,0.02099214926076715,0.004038508508087929,0.09920900859234873,0.07478948079242663,0.013075774390417008,0.018917088535009532,0.013621052277922707,0.0169424334226531,0.02033395220133925,0.028069496295144835,0.026042436268045407,0.03174811842010248,0.07713356281233597,0.1353952774948455,0.14107708070714708,0.11114528722763034,0.09083939351210424,0.05210348475999027,0.04105953676149169,0.06286525067243218,0.049535538287323246,0.09954593608144008,0.09851473954110357
1,'AcousticGuitar',2,0.003274700629193508,0.0,0.0035069547232502514,0.0003714141719207313,0.006788990691816697,0.001381925713175261,0.13208375226193217,0.16293009015427803,0.002314041442015175,0.001074747869710433,0.009173232381674102,0.002692379775635119,0.020408928884165373,0.047878791270035394,0.05850307961139073,0.05923687104620521,0.05333979625216682,0.0433731131826646,0.06306703800473447,0.05187608405884511,0.03854982861976271,0.06736266489369964,0.029613490590468583,0.0011433026334924717,0.052425521295047656,0.058017508519625366,0.07290409081195169,0.05726040044799696,0.11965779494464374,0.10744212382465133,0.14044222165831882,0.1402151377579625,0.1457866952522481,0.1380295171136542,0.15015852984249542,0.14272055284879542,0.1414854488133066,0.14564441296269076,0.1374264398259361,0.14353069983200684,0.14910042227807843,0.14772374047399314,0.11028055049964954,0.03805812113674512,0.04443037454110916,0.03868934713132564,0.03738142323190438,0.03698036188605459,0.05560640409986772,0.0371943821143445,0.11686431128439125,0.028335642400952706,0.008000083375708882,0.010642021805183264,0.012056411014122278,0.02635748642064986,0.08830177860876691,0.03146908251551055,0.03614062417805622,0.08782095693054422,0.04273773470014428,0.13115788315230956,0.057030021826819065,0.08636289172874352,0.05422089293088773,0.01877262745591497,0.17548214266513107,0.1365101192914315,0.023817905376808196,0.05255560509604481,0.03669647294822981,0.024266849889960657,0.00729490451811771,0.10245846852830211,0.07154002085647325,0.01632523432637038,0.022166548470962902,0.016895752907116215,0.02020820747207666,0.023608652830532758,0.03134419692433834,0.029294278058975276,0.03499757835605585,0.08040826344152947,0.13866997812403903,0.1443517813363406,0.11439474716358372,0.09408885344805762,0.05535294469594365,0.044334237390685205,0.06613150602764144,0.052803589147861686,0.10280732642729302,0.10178944017029708
1,'AcousticGuitar',3,0.0002504290105888788,0.0035069547232502514,0.0,0.0038743836702787907,0.0032891017452744468,0.0021276777566120856,0.1285838633153899,0.16334610884182219,0.0058139748400961215,0.004581702592960685,0.010194740470147533,0.0008145749476151325,0.01690197416091512,0.04437183654678515,0.054996124888140485,0.05572991632295495,0.04983284152891656,0.046873002129206844,0.06656692695127671,0.05537597300538736,0.03631921106139473,0.06605762539953522,0.03170643480145253,0.0023860989680256424,0.048918566571797405,0.054510553796375115,0.06939713608870143,0.0537534457247467,0.11615084022139349,0.10393516910140106,0.13693526693506858,0.13670818303471224,0.14227974052899786,0.13452256239040394,0.14665157511924518,0.13921359812554518,0.13797849409005633,0.1421374582394405,0.13391948510268586,0.1400237451087566,0.1455934675548282,0.1442236927173716,0.10677359577639929,0.0345513838517871,0.040923419817858915,0.03518907280616213,0.03387446850865413,0.03347340716280433,0.05209944937661747,0.033687427391094246,0.12036420023093351,0.024834946163505452,0.00449312865245863,0.007142132858641012,0.008556522067580027,0.022850531697399607,0.08479482388551667,0.027962127792260302,0.03263366945480597,0.08431400220729397,0.039237845753602035,0.1276509284290593,0.05352306710356881,0.08286300278220128,0.05071393820763748,0.015265672732664715,0.1719822537185888,0.13301023034488924,0.020310950653557945,0.049048650372794565,0.03318951822497956,0.020759895166710406,0.0037880794974990504,0.09895857958175985,0.0750399098030155,0.012825345379828127,0.01866665952442065,0.013388798183865964,0.01670125274882641,0.020101698107282507,0.02783724220108809,0.025792007257456534,0.031497689409513606,0.07690130871827922,0.13516302340078878,0.14084482661309033,0.11089485821704147,0.09058896450151536,0.05185305574940139,0.040827282667434954,0.0626245513043912,0.049296634424611435,0.09930037170404278,0.09828248544704682
1,'AcousticGuitar',4,0.0036421295762220462,0.0003714141719207313,0.0038743836702787907,0.0,0.007160404863737428,0.0017533398850959926,0.13245516643385288,0.16330150432619875,0.001942627270094444,0.0007073189226818945,0.009544251447586284,0.0030627559108251327,0.02077635783119391,0.048246220217063936,0.05887050855841927,0.059604299993233745,0.05370722519919535,0.04300169901074386,0.06269562383281373,0.05150466988692438,0.03891725756679125,0.06773009384072819,0.02998091953749712,0.0015107315805210104,0.0527929502420762,0.05838493746665391,0.07327151975898022,0.0576278293950255,0.12002522389167226,0.10780955277167986,0.14080965060534736,0.140582566704991,0.14615412419927665,0.13839694606068273,0.15052595878952396,0.14308798179582397,0.14185287776033514,0.1460118419097193,0.13779386877296465,0.14389812877903538,0.14946785122510697,0.14809499583583458,0.11064797944667808,0.03842555008377366,0.0447978034881377,0.039060375924625114,0.037748852178932917,0.037347790833083115,0.05597383304689626,0.03756181106137303,0.11649289711247052,0.028706249281968427,0.00836751232273742,0.011013435977103995,0.012427825186043009,0.026724915367678403,0.08866920755579544,0.031836511462539095,0.036508053125084754,0.08818838587757276,0.04310914887206502,0.13152531209933807,0.05739745077384759,0.08673430590066426,0.05458832187791627,0.019140056402943504,0.1758535568370518,0.13688153346335222,0.024185334323836738,0.05292303404307335,0.03706390189525834,0.024634278836989196,0.007662333465146248,0.10282988270022285,0.07116860668455252,0.016696648498291108,0.022537962642883633,0.017263181854144754,0.0205756364191052,0.023976081777561293,0.03171162587136688,0.029663310375919513,0.03536899252797658,0.080775692388558,0.13903740707106757,0.14471921028336912,0.11476616133550444,0.09446026761997835,0.055724358867864386,0.04470166633771374,0.06649893497466998,0.05317101809489022,0.10317475537432157,0.10215686911732562
1,'AcousticGuitar',5,0.003539530755863326,0.006788990691816697,0.0032891017452744468,0.007160404863737428,0.0,0.005408015257972894,0.12867482518165693,0.166626446343183,0.009103032133831873,0.007862040094321494,0.013477171544722527,0.004097648952912296,0.013621636659554313,0.04109149904542434,0.05171578738677968,0.052449578821594144,0.04655250402755576,0.0501621038744813,0.06985602869655116,0.0586650747506618,0.039608312806669176,0.06934672714480966,0.03499553654672697,0.00567520071330009,0.045638229070436596,0.05123021629501431,0.06611679858734062,0.05047310822338589,0.11287050272003267,0.10065483160004025,0.13365492943370777,0.1334278455333514,0.13899940302763705,0.13124222488904314,0.14337123761788437,0.13593326062418437,0.13469815658869552,0.13885712073807968,0.13063914760132503,0.13674340760739576,0.14231313005346738,0.1409364482493821,0.10349325827503847,0.031270828912134056,0.0376430823164981,0.03190205490671458,0.03059413100729332,0.030193069661443524,0.04881911187525665,0.030407089889733434,0.12365330197620795,0.021548350176341644,0.0012127911510978226,0.003853477437378282,0.005267420322305581,0.019570194196038806,0.08151448638415584,0.024681790290899494,0.029353331953445153,0.08103366470593315,0.035948744008327586,0.12437059092769848,0.05024272960220799,0.07957390103692684,0.04743360070627667,0.011985335231303906,0.16869315197331436,0.1297211285996148,0.022856092192502103,0.04576831287143376,0.029909180723618745,0.019638710025704487,0.0005076122935066501,0.10154123321651938,0.07832901154828995,0.009536243634553682,0.015728588520419896,0.010108460682505154,0.013420915247465602,0.0168213606059217,0.02455690469972728,0.022506985834364213,0.028208685381947762,0.07362097121691841,0.13188268589942798,0.13756448911172953,0.10760575647176701,0.08729986275624091,0.04856395400412695,0.037546945166074146,0.05934421380303038,0.04601629692325063,0.09602003420268197,0.09500214794568601
1,'AcousticGuitar',6,0.0018954236625553413,0.001381925713175261,0.0021276777566120856,0.0017533398850959926,0.005408015257972894,0.0,0.1307018265487569,0.16154816444110276,0.0036959671551904365,0.0024540248363485993,0.00807010656608109,0.001313102808996953,0.019029651917527205,0.04649951430339724,0.057123802644752565,0.05785759407956704,0.051960519285528646,0.044755038895839865,0.06444896371790973,0.053258009772020366,0.037170551653124544,0.06598338792706149,0.02958847156808554,0.00026813573465865305,0.05104624432840949,0.056638231552987195,0.07152481384531352,0.05588112348135879,0.11827851797800558,0.10606284685801315,0.13906294469168065,0.13883586079132432,0.14440741828560996,0.13665024014701602,0.14877925287585725,0.14134127588215725,0.14010617184666843,0.1442651359960526,0.13604716285929794,0.14215142286536867,0.1477211453114403,0.146344463507355,0.10890127353301138,0.03667884417010695,0.043051097574471,0.03731007016468747,0.03600214626526622,0.035601084919416416,0.05422712713322955,0.03581510514770633,0.11824623699756652,0.02695636543431454,0.006620806409070716,0.009261492695351176,0.010674485300947016,0.024978209454011694,0.08692250164212874,0.03008980554887239,0.034761347211418055,0.08644167996390606,0.04135580898696903,0.12977860618567139,0.0556507448601809,0.08498096601556827,0.05284161596424956,0.0173933504892768,0.1741002169519558,0.13512819357825623,0.02243862841017003,0.051176328129406645,0.03531719598159164,0.022887572923322486,0.005915627551479543,0.10107788322142269,0.07292194656964851,0.014943335037864713,0.02078462275778764,0.01551647594047805,0.018828930505438494,0.02222937586389459,0.029964919957700176,0.02791500109233711,0.03361670063992066,0.0790289864748913,0.13729070115740086,0.14297250436970244,0.1130128487100464,0.09270692773488236,0.05397101898276838,0.042954960424047034,0.06475222906100328,0.051424312181223515,0.10142804946065487,0.10041016320365892
1,'AcousticGuitar',7,0.1288342923259788,0.13208375226193217,0.1285838633153899,0.13245516643385288,0.12867482518165693,0.1307018265487569,0.0,0.03795162116152606,0.13439779370394733,0.13315546888091792,0.12291091498626659,0.12939241052302775,0.14229646184121125,0.09758732631112262,0.10209843960506255,0.1097848428677712,0.10074038680843507,0.0918477918712195,0.07194903791040043,0.08573769338800734,0.09358975561699173,0.06482932197369481,0.10258383852003194,0.13096996228341554,0.09228471882239747,0.13030085355048623,0.19479162376899758,0.11213607217549759,0.07975236773271015,0.17001324200261592,0.26232975461536473,0.26210267071500837,0.26767422820929404,0.25991705007070004,0.2720460627995413,0.26460808580584133,0.2633729817703525,0.26753194591973667,0.259313972782982,0.2654182327890527,0.27098795523512437,0.269611273431039,0.1763348914740197,0.159945654093791,0.16631790749815503,0.16057688008837154,0.1592689561889503,0.15886789484310046,0.1320566144087084,0.15908191507139038,0.016143830742091175,0.1502231753579986,0.12988761633275478,0.13252830261903523,0.13394094274803725,0.14824501937769577,0.11247497915761655,0.15335661547255644,0.1580281571351021,0.12452603439057598,0.12509250222711218,0.046829047062195796,0.12270123156074016,0.09883185544809381,0.12293507112728576,0.14066016041296084,0.04339866114959769,0.03204371550852512,0.1083371670185571,0.14042030044825685,0.12132836589779485,0.10908485022422905,0.1291824374751636,0.029625283733630044,0.07062036654389085,0.13821014496154876,0.1129469651609974,0.1387832858641621,0.14209574042912254,0.113750154041547,0.12023485221330554,0.15118181101602116,0.15688351056360472,0.13488476696939808,0.10347930525684097,0.07668529775389125,0.10080437123100461,0.1278789439307049,0.12368276891892176,0.10791257031517365,0.09468031639427214,0.0899039163368705,0.08136883170456245,0.09799334416456092
1,'AcousticGuitar',8,0.16311385474776546,0.16293009015427803,0.16334610884182219,0.16330150432619875,0.166626446343183,0.16154816444110276,0.03795162116152606,0.0,0.1652441315962932,0.16400058749543048,0.15375725287861244,0.16253153389420708,0.1802480830027373,0.1355389474726487,0.14005006076658863,0.14773646402929724,0.13869200796996115,0.12269412976356536,0.10279537580274628,0.11658403128035318,0.12707566397854178,0.0973896522710413,0.13343017641237778,0.1618163001757614,0.13023633998392353,0.1682524747120123,0.23274324493052365,0.15008769333702365,0.11770398889423621,0.20796486316414198,0.3002813757768908,0.30005429187653443,0.3056258493708201,0.2978686712322261,0.30999768396106736,0.3025597069673674,0.30132460293187857,0.30548356708126273,0.2972655939445081,0.30336985395057875,0.30893957639665043,0.3075628945925651,0.21428651263554577,0.19789727525531706,0.2042695286596811,0.1985285012498976,0.19722057735047635,0.19681951600462652,0.17000823557023445,0.19703353623291645,0.046990168634437036,0.18817479651952465,0.16783923749428084,0.1704799237805613,0.1718925639095633,0.1861966405392218,0.1504266003191426,0.1913082366340825,0.19597977829662816,0.16247765555210206,0.16304412338863825,0.08478066822372186,0.16065285272226623,0.13678251347600087,0.16088669228881183,0.1786117815744869,0.03911433077812438,0.06999244414369292,0.14384337275131967,0.1783719216097829,0.15927998705932092,0.14703647138575512,0.16713405863668965,0.065085603253628,0.10146670443623672,0.17616176612307485,0.1508978578227631,0.17673490702568817,0.1800473615906486,0.15170177520307307,0.1581864733748316,0.18913343217754722,0.19483513172513078,0.17283638813092414,0.14143092641836705,0.11463691891541732,0.13875599239253067,0.1658284487801247,0.16163149755408956,0.1458641914766997,0.1326319375557982,0.12785553749839657,0.11932045286608851,0.13594496532608696
1,'AcousticGuitar',9,0.005581720746039378,0.002314041442015175,0.0058139748400961215,0.001942627270094444,0.009103032133831873,0.0036959671551904365,0.13439779370394733,0.1652441315962932,0.0,0.0012435441008627078,0.011486878717680728,0.005005383180919577,0.022715949001011242,0.050185811386881274,0.06081009972823661,0.06154389116305107,0.05564681636901269,0.04271344423685206,0.06261203861095736,0.04956204261682993,0.04085684873660858,0.06966968501054552,0.03192051070731445,0.0034503227503383423,0.05473254141189352,0.06032452863647123,0.07521111092879755,0.05956742056484282,0.1219648150614896,0.1097491439414972,0.14274924177516468,0.14252215787480835,0.14809371536909396,0.14033653723050005,0.15246554995934128,0.1450275729656413,0.14379246893015246,0.14795143307953662,0.13973345994278197,0.1458377199488527,0.1514074423949243,0.15003762310592902,0.1125875706164954,0.04036531424034452,0.04673739465795503,0.041003003194719556,0.03968844334875025,0.03928738200290045,0.05791342421671358,0.03950140223119036,0.11828125509566849,0.030648876552062873,0.010307103492554754,0.012956063247198439,0.014370452456137453,0.028664506537495735,0.09060879872561278,0.033776102632356426,0.038447644294902085,0.0901279770473901,0.04505177614215946,0.13346490326915542,0.05933704194366493,0.08867693317075871,0.0565279130477336,0.021079647572760835,0.17779618410714623,0.13882416073344667,0.026124925493654066,0.05486262521289068,0.039003493065075674,0.026573870006806527,0.009602009886056476,0.10477250997031728,0.06922597941445807,0.018639275768385553,0.02448058991297808,0.019202773023962085,0.02251522758892253,0.02591567294737863,0.03365121704118421,0.03160593764601396,0.03731161979807102,0.08271528355837533,0.14097699824088492,0.14665880145318647,0.1167087886055989,0.09640289489007281,0.05766698613795882,0.04664125750753107,0.06843852614448731,0.05511060926470756,0.10511434654413891,0.10409646028714294
1,'AcousticGuitar',10,0.00434944849890394,0.001074747869710433,0.004581702592960685,0.0007073189226818945,0.007862040094321494,0.0024540248363485993,0.13315546888091792,0.16400058749543048,0.0012435441008627078,0.0,0.010247980251384535,0.003767127645345552,0.021483676753875802,0.04895353913974584,0.059577827481101166,0.06031161891591564,0.05441454412187725,0.04230261584151213,0.061996540663582005,0.05080558671769264,0.039624576489473144,0.06843741276341009,0.030688238460179016,0.0022180505032029047,0.053500269164758085,0.059092256389335795,0.07397883868166212,0.05833514831770739,0.12073254281435418,0.10851687169436175,0.14151696952802925,0.14128988562767292,0.14686144312195853,0.13910426498336462,0.15123327771220585,0.14379530071850585,0.14256019668301703,0.1467191608324012,0.13850118769564654,0.14460544770171727,0.15017517014778886,0.1487984883437036,0.11135529836935996,0.03913286900645555,0.0455051224108196,0.039764095001036066,0.03845617110161482,0.03805510975576502,0.05668115196957815,0.03826912998405493,0.11704898284853305,0.02941039027066314,0.009074831245419315,0.011715517531699776,0.013128157660701799,0.027432234290360295,0.08937652647847734,0.03254383038522099,0.03721537204776665,0.08889570480025466,0.04380980412749072,0.13223263102202,0.058104769696529494,0.08743364521411029,0.05529564080059816,0.0198473753256254,0.1765541300305156,0.13758061663258395,0.02489265324651863,0.053630352965755246,0.03777122081794024,0.025341597759671087,0.008369652387828143,0.1035319080577713,0.07046952351532078,0.01739735987421331,0.023237536590188287,0.01797050077682665,0.02128295534178709,0.02468340070024319,0.032418944794048776,0.03036902592868571,0.03607072547626926,0.0814830113112399,0.13974472599374946,0.14542652920605104,0.115466873546395,0.09515935078921008,0.056423442037096115,0.045408985260395635,0.06720625389735187,0.053878337017572116,0.10388207429700347,0.1028641880400075
