% Distances between instruments for pitch 41 (F2)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 1 (AcousticGuitar), style 12' NUMERIC
@ATTRIBUTE 'Distance to instrument 3 (Bandura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 11 (CeylonGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 13 (Contrabassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 14 (Cumbus), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 12' NUMERIC
@ATTRIBUTE 'Distance to instrument 20 (EgyptianFiddle), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 22 (ElectricGuitar), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 26 (Fujara), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 33 (Oud), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 35 (Panflute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 40 (ScaleChangerHarmonium), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 43 (Tampura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 44 (Tanbur), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 48 (TurkeySaz), style 1' NUMERIC

@DATA
1,'AcousticGuitar',1,0.0,0.0035913900756975353,0.0007116707114281944,0.00506172667338364,0.002546566875486365,0.004213449218617595,0.002744150149022314,0.00038899652258748345,0.0009816115646022955,0.0029514326731126836,0.001704704145941706,0.008785327466825742,0.025676933364376032,0.03549138562242812,0.0529004637954776,0.05215582349315653,0.06014901537298015,0.03366195926047994,0.05822365812218782,0.04308533391702039,0.038300811866747365,0.1284657743299749,0.03753158791918872,0.0754148616783347,0.07019740402537494,0.05536349662944707,0.07340643662924033,0.05698938810731696,0.11177578550027172,0.1075487354220833,0.10341169224269485,0.10717268744472912,0.1098418266899131,0.05998420884929594,0.026539230403508435,0.08563685944280808,0.07525126856743741,0.10618979867737625,0.03308695511265585,0.08099582269012646,0.11808422338846464,0.12828204312419014,0.10927679679993628,0.036055709118039965,0.0428880800419412,0.03682426790477233,0.03557824470497386,0.034647200979087196,0.08691244125260394,0.037423625031369784,0.00258752911655773,0.0184184008251319,0.002676907748178529,0.026186753872531277,0.004747578511741163,0.005801291393649214,0.007993798874835053,0.006652071323133626,0.006282328126509608,0.02280888950065046,0.08702935619759355,0.03175568504359905,0.03435980064699476,0.08356799958018758,0.04134312873285411,0.13050803848729378,0.0585247989704658,0.08406122480869309,0.06013336666045647,0.0169520970650059,0.020501668458324695,0.16808668921262812,0.17598843032441527,0.04253351761659078,0.0532169085797784,0.035834121881141205,0.02124059064802931,0.13591365733362515,0.14860091796383393,0.1260371550324619,0.2788899410945645,0.014631974553607504,0.32817496464790696,0.018931043353950423,0.17631125753415225,0.03385162778854278,0.05650883480170651,0.0386546222753365,0.04431224831853281,0.08444855202946622,0.12365236187229751,0.09649330657237927,0.1397277504283456,0.08761832810155346,0.07734611514335384,0.04859273529862346,0.03037917056642404,0.06543894906801433,0.042290145507912914,0.07037722454178359,0.09549941601720878
1,'AcousticGuitar',2,0.0035913900756975353,0.0,0.004286541532191864,0.0014767523041797875,0.0061379569511839,0.0006220591429200595,0.0008505543291845541,0.003207550113448947,0.0026097785110952404,0.000643658042379803,0.0018894713943207256,0.005318296835153023,0.02926832344007357,0.039082775698125655,0.05649102965049895,0.05574721356885407,0.06374040544867769,0.03477574325492052,0.05907603828366021,0.0397292056945968,0.03771020026369048,0.13058233338398753,0.04112297799488626,0.07899823301626181,0.07378879410107247,0.058954886705144614,0.07699782670493788,0.060580778183014494,0.11536717557596925,0.11114012549778084,0.10700308231839238,0.11076407752042665,0.11343321676561065,0.06357559892499348,0.030130620479205967,0.08922824951850561,0.07884265864313494,0.1097811887530738,0.03667834518835338,0.084587212765824,0.12165909420922831,0.1318569139449538,0.11286818687563381,0.03963831312326805,0.046479470117638734,0.04040205006709118,0.03916335038382949,0.03823859105478473,0.09050383132830148,0.041009242094722,0.0010138975470531132,0.021997633315182227,0.000918862250702159,0.02976162469329494,0.00832771529835976,0.009376162214412884,0.011569798765198149,0.01023024915775476,0.009857198947273276,0.026397238545903225,0.09061430061550961,0.03534493477271491,0.0379511907226923,0.08715661247268526,0.04491799955361778,0.1340994285629913,0.06211618904616333,0.08763609562945675,0.063724756736154,0.020542607231473883,0.02409305853402223,0.1716615600333918,0.17956330114517893,0.04612490769228831,0.05680829865547593,0.0394154827245989,0.024831980723726846,0.13950504740932268,0.15218711204894905,0.12961833852760815,0.2753150702738008,0.01820700539838521,0.33174997572968673,0.022522433429647954,0.17990115876327573,0.03744301786424031,0.06010022487740404,0.04223517180568831,0.047888285890518016,0.08803947625418442,0.12724375194799506,0.1000846966480768,0.14331914050404312,0.09119319892231713,0.08092098596411751,0.052167606119387123,0.03397056064212157,0.06901553311139992,0.045881535583610446,0.07395709846266309,0.09909080609290633
1,'AcousticGuitar',3,0.0007116707114281944,0.004286541532191864,0.0,0.005763293836371651,0.0018529792963111783,0.0049070367977927815,0.0034377377281975003,0.00108258410176267,0.0016788607778653606,0.00364502025228787,0.0023982917251168926,0.009491274553335904,0.02498334578520085,0.03479779804325294,0.05220605199562623,0.05146223591398134,0.059455427793804964,0.03437362997190813,0.05893532883361601,0.04379700462844859,0.03901248257817556,0.1291774450414031,0.036838000340013534,0.07471325536138908,0.06950381644619975,0.05466990905027188,0.07271284905006516,0.05629580052814178,0.11108219792109653,0.10685514784290812,0.10271810466351966,0.10647909986555393,0.10914823911073791,0.059290621270120754,0.025845642824333253,0.08494327186363289,0.07455768098826222,0.10549621109820106,0.03239336753348067,0.08030223511095128,0.11737255267703645,0.12757039113835228,0.10858320922076109,0.035353335468395336,0.04219449246276602,0.03611707241221846,0.03487837272895677,0.03395361339991201,0.08621885367342876,0.03672426443984928,0.0032991998279859242,0.017712655660309506,0.003388578459606724,0.02547508316110308,0.004042737643487037,0.005090217802635229,0.007284821110325429,0.0059452715028820375,0.0055706574150814125,0.022112260891030508,0.08632932296063689,0.03105995711784219,0.03366621306781958,0.08287163481781255,0.04063232018279542,0.1298144509081186,0.05783121139129061,0.0833495540972649,0.059439779081281285,0.01625762957660116,0.01980808087914951,0.16737501850119993,0.17527675961298708,0.041839930037415596,0.05252332100060322,0.035130505069726176,0.02054700306885412,0.13522006975444997,0.14790213439407632,0.12550131058012373,0.2796016118059927,0.013922027743512482,0.32746499807481394,0.018237455774775237,0.17561618110840302,0.0331580402093676,0.05581524722253132,0.037950194150815596,0.043603308235645295,0.08375449859931171,0.12295877429312234,0.0957997189932041,0.1390341628491704,0.08690677639446613,0.07663444443192564,0.047881064587195266,0.02968558298724885,0.0647305554565272,0.04159655792873773,0.06967212080779038,0.09480582843803359
1,'AcousticGuitar',4,0.00506172667338364,0.0014767523041797875,0.005763293836371651,0.0,0.007608293548870006,0.0008580161673925773,0.0023273066333643413,0.004684302417628734,0.00408443305850629,0.00212041034655959,0.003366223698500513,0.006788633432839128,0.030738660037759675,0.040553112295811766,0.05796136624818506,0.057217550166540176,0.06521074204636379,0.03624607985260663,0.060546374881346315,0.041199542292282905,0.039180536861376576,0.13205266998167364,0.042593314592572366,0.08046856961394791,0.07525913069875859,0.06042522330283071,0.07846816330262397,0.06205111478070061,0.11683751217365534,0.11261046209546695,0.10847341891607848,0.11223441411811275,0.11490355336329673,0.06504593552267958,0.03160095707689208,0.09069858611619173,0.08031299524082106,0.11125152535075988,0.038148681786039494,0.08605754936351008,0.12313584651340809,0.1333336662491336,0.11433852347331991,0.04110864972095416,0.047949806715324846,0.041875891029715784,0.0406336869815156,0.03970892765247084,0.09197416792598757,0.042479578692408114,0.0024842341447392185,0.023470023950075355,0.002389198848388264,0.031238376997474736,0.00979920163668462,0.010852914518592672,0.01304542199977851,0.011703694448077081,0.011333951251453063,0.027867575143589337,0.09208463721319572,0.03681527137040102,0.0394215273203784,0.08862694907037137,0.04639475185779757,0.13556976516067745,0.06358652564384944,0.08911284793363655,0.06519509333384012,0.022012943829159987,0.02556339513170834,0.17313831233757157,0.18104005344935872,0.04759524428997442,0.05827863525316204,0.040885819322285,0.026302317321412947,0.1409753840070088,0.15365744864663514,0.13108877815740536,0.27383831796962105,0.01968359767855096,0.33322658777285047,0.023992770027334066,0.18137149536096184,0.03891335446192642,0.06157056147509014,0.04370624540027996,0.049363871443476266,0.08950981285187054,0.12871408854568114,0.10155503324576293,0.1447894771017292,0.0926699512264969,0.08239773826829729,0.05364435842356693,0.03544089723980768,0.07049057219295779,0.04735187218129656,0.07542884766672706,0.10056114269059242
1,'AcousticGuitar',5,0.002546566875486365,0.0061379569511839,0.0018529792963111783,0.007608293548870006,0.0,0.0067600160941039605,0.005290717024508679,0.0029355633980738486,0.0035281784400886603,0.005497999548599048,0.004251271021428071,0.01133189434231211,0.023130366488889668,0.03294481874694175,0.050363022381890915,0.04960925661767016,0.05760244849749379,0.03619940067406663,0.0607610995357745,0.04562277533060708,0.04083825328033405,0.1310032157435616,0.03498502104370236,0.07414508692668564,0.06765083714988858,0.052816929753960705,0.07085986975375398,0.054442821231830606,0.10922921862478534,0.10500216854659694,0.10086639267367543,0.10463228645586653,0.10729525981442677,0.05743764197380958,0.023992663528022068,0.08309029256732171,0.07270470169195105,0.10364323180188989,0.03054038823716949,0.07844925581464009,0.11554678197487794,0.12574460171060345,0.10673022992444992,0.03351826770445328,0.04034151316645484,0.03428682649118564,0.03304080329138717,0.03210247880801004,0.08436587437711758,0.0348861836177831,0.005124970530144418,0.015880959411545208,0.005219094700481742,0.023649312458944586,0.0022101370981544746,0.0032638499800625256,0.005456357461248365,0.004114629909546937,0.0037448867129229184,0.02027144808706377,0.08449191478400686,0.029218243630012363,0.031820233867331696,0.08103055816660089,0.038805687319267416,0.12796147161180743,0.05598598719783065,0.08152378339510641,0.05758679978497011,0.014414655651419209,0.01795510158283833,0.16554924779904143,0.17345098891082858,0.039988345194123344,0.05067034170429204,0.03329668046755451,0.01895111902320728,0.1333670904581388,0.14606347655024723,0.12734641332473318,0.2814273825081512,0.012094533140020814,0.3262730423906398,0.01638447647846406,0.17377381612056556,0.03130506091305641,0.05396299911156994,0.036117180861749816,0.041774806904946116,0.08191111061587954,0.12110579499681116,0.09394962638879907,0.13718118355285921,0.08508088668796676,0.07480867372976714,0.046055293885036784,0.02783260369093767,0.06290150765442765,0.03975153799185433,0.0678397831281969,0.09295284914172242
1,'AcousticGuitar',6,0.004213449218617595,0.0006220591429200595,0.0049070367977927815,0.0008580161673925773,0.0067600160941039605,0.0,0.001469299069595281,0.003826286250236157,0.0032318376540152994,0.001262394179167013,0.002508745072675889,0.005940355978073082,0.02989038258299363,0.03970483484104572,0.05711308879341901,0.05636927271177413,0.06436246459159774,0.03539780239784058,0.05969809742658027,0.040351264837516866,0.03833225940661054,0.1312043925269076,0.04174503713780633,0.07962029215918186,0.07441085324399253,0.059576945848064666,0.07761988584785794,0.06120283732593457,0.11598923471888929,0.11176218464070091,0.10762514146131243,0.1113861366633467,0.1140552759085307,0.06419765806791354,0.030752679622126033,0.08985030866142568,0.079464717786055,0.11040324789599386,0.03730040433127345,0.08520927190874406,0.12227801600402462,0.13247742793614506,0.11349024601855386,0.040260372266188116,0.0471015292605588,0.04102410921001124,0.03978540952674955,0.03886065019770479,0.09112589047122154,0.04163130123764206,0.0016359566899731726,0.02261969245810229,0.0015409213936222186,0.03038128982774978,0.008949774441279819,0.009997254600428012,0.012191857908118211,0.010852308300674818,0.010477423549251089,0.027019297688823288,0.09123635975842968,0.035966993915634966,0.038573249865612357,0.08777867161560532,0.0455393569805882,0.13472148770591139,0.0627382481890834,0.0882561713699556,0.06434681587907408,0.02116466637439394,0.024715117676942292,0.17228043357712375,0.18018203728196616,0.046746966835208376,0.057430357798395996,0.040037541867518955,0.025454039866646905,0.14012710655224273,0.1528091711918691,0.13024039767052822,0.2746963341370136,0.018829064541305267,0.33237203487260675,0.02314449257256802,0.18052321790619577,0.03806507700716038,0.06072228402032409,0.04285723094860836,0.048510345033438075,0.08866153539710449,0.1278658110909151,0.10070675579099687,0.14394119964696317,0.0918138131922589,0.08154026613112918,0.052786342256174346,0.034592619785041634,0.06963759225431998,0.04650359472653051,0.07457915760558316,0.09971286523582638
1,'AcousticGuitar',7,0.002744150149022314,0.0008505543291845541,0.0034377377281975003,0.0023273066333643413,0.005290717024508679,0.001469299069595281,0.0,0.002356995784264393,0.0017625385844200186,0.00020728252409036958,0.001039446003080608,0.006055287350328595,0.028421083513398348,0.03823553577145044,0.05564378972382373,0.05489997364217885,0.06289316552200246,0.0339285033282453,0.05822879835698499,0.04036101742544128,0.036862960337015256,0.12973509345731232,0.04027573806821104,0.07815099308958658,0.07294155417439725,0.058107646778469385,0.07615058677826265,0.05973353825633928,0.11451993564929402,0.11029288557110561,0.10615584239171715,0.10991683759375143,0.11258597683893541,0.06272835899831826,0.02928338055253075,0.08838100959183039,0.07799541871645972,0.10893394882639858,0.03583110526167817,0.08373997283914879,0.12080871693442934,0.13100812886654978,0.11202094694895859,0.038791073196592835,0.04563223019096352,0.03955481014041596,0.038316110457154266,0.037391351128109505,0.08965659140162625,0.04016200216804678,0.0001666576203778918,0.021150393388507008,7.162232402693743e-05,0.0289119907581545,0.007480475371684538,0.00852795553083273,0.01072255883852293,0.009383009231079539,0.00900812447965581,0.025549998619228007,0.0897670606888344,0.034497694846039685,0.037103950796017075,0.08630937254601005,0.044070057910992916,0.1332521886363161,0.06126894911948811,0.08678687230036032,0.06287751680947878,0.01969536730479866,0.02324581860734701,0.17081113450752847,0.1787127468159944,0.045277667765613094,0.055961058728800715,0.038568242797923674,0.023984740797051624,0.13865780748264744,0.15133987212227382,0.12877109860093294,0.2761656246029854,0.017359765471709986,0.3309027358030115,0.02167519350297274,0.1790539188366005,0.0365957779375651,0.05925298495072882,0.04138793187901308,0.047041045963842794,0.0871922363275092,0.12639651202131982,0.0992374567214016,0.1424719005773679,0.09034451412266363,0.0800709670615339,0.05131705179020257,0.03312332071544635,0.0681682931847247,0.04503429565693523,0.07310985853598788,0.09824356616623109
1,'AcousticGuitar',8,0.00038899652258748345,0.003207550113448947,0.00108258410176267,0.004684302417628734,0.0029355633980738486,0.003826286250236157,0.002356995784264393,0.0,0.000599869359122444,0.002563892071069144,0.0013180787191282217,0.008412283134592987,0.026065929886963518,0.035880382145015606,0.0532886360973889,0.05254482001574401,0.06053801189556763,0.033294638553165216,0.057856337414873095,0.04271801320970567,0.03793349115943264,0.1280984536226602,0.037920584441776206,0.07579583946315176,0.07058640054796243,0.055752493152034545,0.07379543315182784,0.057378384629904446,0.11216478202285919,0.10793773194467078,0.10380068876528233,0.1075616839673166,0.1102308232125006,0.060373205371883426,0.026928226926095918,0.08602585596539557,0.0756402650900249,0.10657879519996376,0.03347595163524334,0.08138481921271394,0.11845356330799452,0.12865297524011496,0.10966579332252376,0.03643591957015801,0.04327707656452869,0.037199656513981126,0.03596095683071944,0.03503619750167468,0.08730143777519143,0.037806848541611954,0.002220208409243008,0.018795239762072178,0.0023095870408638077,0.026556837131719673,0.005125321745249708,0.006172801904397899,0.008367405212088098,0.007027855604644709,0.006652970853220978,0.023194844992793177,0.08741190706239958,0.03214254121960485,0.03474879716958224,0.08395421891957522,0.041714904284558076,0.13089703500988129,0.05891379549305328,0.08443171867392547,0.06052236318304396,0.017340213678363827,0.020890664980912178,0.16845598088109362,0.17635686545103912,0.04292251413917827,0.05360590510236588,0.03621308917148885,0.02162958717061679,0.13630265385621262,0.148984718495839,0.12641594497449812,0.2785226203872498,0.015004611845275151,0.32854758217657665,0.019320039876537905,0.17669876521016567,0.034240624311130265,0.05689783132429399,0.039032778252578254,0.04468589233740797,0.08483708270107437,0.124041358394885,0.09688230309496676,0.14011674695093307,0.08798936049622878,0.07771581343509905,0.04896069706353704,0.03076816708901152,0.06581313955828987,0.042679142030500404,0.07075470490955305,0.09588841253979626
1,'AcousticGuitar',9,0.0009816115646022955,0.0026097785110952404,0.0016788607778653606,0.00408443305850629,0.0035281784400886603,0.0032318376540152994,0.0017625385844200186,0.000599869359122444,0.0,0.001969821108510388,0.0007230925813394106,0.0078124137754705435,0.02665854492897833,0.03647299718703042,0.05388125113940371,0.05313743505775883,0.06113062693758244,0.03269476919404277,0.05725646805575065,0.04211814385058323,0.0373336218003102,0.1279725548728923,0.03851319948379102,0.07638845450516657,0.07117901558997723,0.056345108194049365,0.07438804819384263,0.057970999671919266,0.11275739706487399,0.10853034698668561,0.10439330380729712,0.10815429900933139,0.1108234382545154,0.060965820413898246,0.02752084196811073,0.08661847100741038,0.0762328801320397,0.10717141024197856,0.03406856667725815,0.08197743425472875,0.11905141345490179,0.12924923319062728,0.11025840836453855,0.037028534612172814,0.0438696916065435,0.03779227155599594,0.03655357187273425,0.03562881254368949,0.08789405281720623,0.03839946358362677,0.001620339050120564,0.019387854804086987,0.0017097176817413636,0.02715394393896844,0.00571793678726452,0.006768481460086379,0.00896098894127222,0.007620470646659521,0.007249518192946773,0.023787460034807986,0.08800452210441438,0.032735156261619665,0.035341412211597055,0.08454683396159002,0.04231031879929128,0.13148965005189608,0.05950641053506809,0.08502841487513026,0.06111497822505877,0.01793282872037864,0.02148328002292699,0.16905387927906526,0.17695562039085244,0.043515129181193074,0.054198520144380695,0.036805704213503654,0.022222202212631603,0.13689526889822742,0.14957733353785382,0.12700856001651292,0.27792275102812736,0.015599164620044669,0.32914215471434416,0.01991265491855272,0.17729138025218047,0.03483323935314508,0.057490446366308796,0.039625393294593074,0.04527943838496998,0.08542969774308919,0.12463397343689982,0.09747491813698157,0.1407093619929479,0.08858551816799061,0.078313305209791,0.04955992536506063,0.03136078213102633,0.0664061391344515,0.04327175707251521,0.07134731995156786,0.09648102758181108
1,'AcousticGuitar',10,0.0029514326731126836,0.000643658042379803,0.00364502025228787,0.00212041034655959,0.005497999548599048,0.001262394179167013,0.00020728252409036958,0.002563892071069144,0.001969821108510388,0.0,0.0012467285271709776,0.005848391063523844,0.028628366037488712,0.038442818295540804,0.0558510722479141,0.055107256166269214,0.06310044804609283,0.03413578585233567,0.05843608088107536,0.04015412113863653,0.03707024286110562,0.12994237598140268,0.04048302059230141,0.07835827561367696,0.07314883669848764,0.05831492930255975,0.07635786930235301,0.05994082078042965,0.11472721817338438,0.11050016809519599,0.10636312491580753,0.1101241201178418,0.1127932593630258,0.06293564152240862,0.029490663076621116,0.08858829211592077,0.0782027012405501,0.10914123135048893,0.03603838778576853,0.08394725536323915,0.12101599945851971,0.13121541139064016,0.11222822947304896,0.0389983557206832,0.04583951271505388,0.039762092664506324,0.03852339298124464,0.03759863365219988,0.08986387392571661,0.04036928469213715,0.0003739401444682614,0.021357675912597376,0.00027890484811730703,0.02911927328224487,0.007687757895774908,0.008735238054923098,0.010929841362613298,0.009590291755169908,0.009215407003746177,0.025757281143318374,0.08997434321292476,0.034704977370130057,0.03731123332010744,0.08651665507010041,0.04427734043508328,0.1334594711604065,0.06147623164357848,0.08699415482445068,0.06308479933356916,0.01990264982888903,0.02345310113143738,0.17101841703161882,0.17891964310279915,0.04548495028970346,0.05616834125289108,0.038775525322014046,0.02419202332114199,0.13886509000673783,0.15154715464636417,0.12897838112502333,0.2759587283161807,0.01756704799580035,0.33111001832710185,0.021882476027063103,0.17926120136069087,0.03680306046165546,0.05946026747481919,0.04159521440310346,0.047248328487933165,0.08739951885159958,0.12660379454541018,0.09944473924549196,0.14267918310145825,0.09055179664675399,0.08027824958562425,0.05152394807700733,0.03333060323953672,0.06837557570881507,0.04524157818102561,0.07331714106007824,0.09845084869032146
