% Distances between instruments for pitch 39 (D#2)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 3 (Bandura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 10 (Cello), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 11 (CeylonGuitar), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 13 (Contrabassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 14 (Cumbus), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 18 (Drums), style 12' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 26 (Fujara), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 40 (ScaleChangerHarmonium), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 44 (Tanbur), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 3' NUMERIC

@DATA
3,'Bandura',1,0.0,0.17099836599771115,0.06357699104785051,0.03664650639403939,0.02923676724014029,0.24795064850952409,0.043669056033670106,0.20151593812067445,0.06283472820794335,0.03838480552391429,0.040266882822290906,0.062132951167084775,0.04282147111608884,0.058573928525495735,0.04887779857373603,0.043985865872422876,0.09947617078683886,0.07989927792119379,0.12082483043548616,0.12324261126539891,0.12368767602765973,0.11326108504939085,0.12918604291664604,0.12567223955180826,0.11671629577533275,0.1207423047573417,0.1229017738392531,0.1230631904745137,0.12191200766284534,0.13694676922983548,0.016588296823058114,0.022950774224681603,0.017947923281991768,0.015712658546222318,0.015752079610835048,0.07842041177643415,0.014483217228630371,0.005164915625624772,0.057841952082519944,0.024588473119103903,0.014397284649539625,0.06773549765285197,0.020712928724736835,0.1553623314048154,0.036707056870386515,0.04102204401557389,0.036059185602397265,0.0038026079232790205,0.12307859344399863,0.15847083929488628,0.038078093205013507,0.03283852266381712,0.020049670458797166,0.03237111750836446,0.011975563506948663,0.016207826085734133,0.0591092979653124,0.006903263526274924,0.028090439937411938,0.0032506591436293956,0.09924865148238741,0.022714135830365998,0.0379304158159855,0.0005029949226440729,0.010952996072632677,0.10185300205329006,0.10995357324808686,0.1278123212557293,0.05727344398836515,0.045340765205027944,0.029678059673821016,0.04834391290514182,0.08308337127589185,0.05489073523015318
6,'Bass',1,0.17099836599771115,0.0,0.1074213749498606,0.1359813055975642,0.14176159875757086,0.0771440379853411,0.1461176929855541,0.030653238857907994,0.12732179086535428,0.15767627749259855,0.14385665047728732,0.12031181337845243,0.12925122969873315,0.12301767698320167,0.21985426219130777,0.1539235053135708,0.10444076469046178,0.20031449523585196,0.29182319643319726,0.29422696854268093,0.29454728551996906,0.28411516965951383,0.30015631270344456,0.2966706055495194,0.28766923288096313,0.2912770253831137,0.2939001398369642,0.2939492737465337,0.29289790133461646,0.30794513522754663,0.18758666282076927,0.19394914022239274,0.18894628927970292,0.18671102454393348,0.18675044560854617,0.11613027952035404,0.18548158322634153,0.17615897363304425,0.15075340382550126,0.17051706574773698,0.18534365694806695,0.1491090104202684,0.15362283373149824,0.02647715020104659,0.14737792659955956,0.14972617538344982,0.14543156114064895,0.16724282196997178,0.06306420065115054,0.021289936215537843,0.13615680577793157,0.17037295308199094,0.15519156125763092,0.14281481875082142,0.16056195621997446,0.16479421879875997,0.13818618312328945,0.16415140522479102,0.15047546562038971,0.17422655684993985,0.07177213794710757,0.15140367832443313,0.14174733084541635,0.17053692738814938,0.18195136207034382,0.12205483988783516,0.13399359122255436,0.09931495475344569,0.15658134203133667,0.15500933687974652,0.14161412334907533,0.12265445309256932,0.08792166928646648,0.13375181031127084
6,'Bass',2,0.06357699104785051,0.1074213749498606,0.0,0.02897579648145618,0.03465748289213614,0.18437365746167358,0.04673048237411744,0.13793894707282395,0.0277399045956955,0.0585057349662009,0.044293283688109614,0.02072540501830217,0.025186599706508786,0.01564034422996175,0.11243288724144716,0.04654683670863633,0.05047618643396331,0.0930529061482992,0.18440182148333664,0.1868055935928203,0.18721688753732366,0.1767902965590548,0.19273493775358394,0.18924923059965879,0.18024785793110254,0.18427151626700564,0.1864787648871036,0.18659240198417762,0.18547652638475584,0.20052376027768595,0.08016528787090864,0.08652776527253213,0.08152491432984228,0.07928964959407284,0.07932907065868557,0.029420427423558593,0.0780602082764809,0.06873759868318363,0.04333202887564062,0.06309569079787637,0.07792649615920356,0.04168763547040777,0.04620145878163762,0.10636234705193987,0.03995655164969895,0.04230480043358922,0.03817854619088864,0.05982144702011117,0.07412638862930965,0.10951863448019732,0.036609817338533836,0.06306961584135429,0.04777018630777028,0.043228410390671136,0.06097554785982421,0.06520781043860968,0.03859977476313917,0.05673003027493039,0.050889057260239456,0.06680518190007922,0.03571943997272348,0.04400415317339737,0.03432595589555574,0.06311555243828873,0.0745299871204832,0.05287278945848634,0.060953588895211304,0.07881233690285376,0.04915996708147604,0.047587961929885896,0.03549813008653485,0.015233078142708698,0.01955415976622791,0.026330435361410203
7,'Bassoon',1,0.03664650639403939,0.1359813055975642,0.02897579648145618,0.0,0.007409739153899096,0.21312534358290527,0.02319788820808612,0.16663454445547218,0.028229011551057514,0.03465421220740685,0.02093684569981935,0.027566360335738185,0.0067300758988310325,0.03490861022096223,0.08550240258763603,0.020319883419583937,0.07583370074088291,0.06596263563218017,0.15747133682952552,0.15987510893900916,0.16019542591629723,0.14976331005584206,0.1658044530997728,0.16231874594584764,0.15331737327729142,0.156920963842989,0.15954828023329248,0.1595974141428619,0.1585460417309447,0.17359327562387486,0.053234803217097504,0.059597280618720994,0.054594429676031155,0.05235916494026171,0.05239858600487444,0.054727300121800486,0.051129723622669765,0.041807114029372504,0.034268455512793734,0.03616520614406524,0.050991797344395205,0.04416200108312577,0.01927097412782648,0.13128380849398327,0.0131335603006603,0.017448547445847677,0.012269549494384168,0.032890962366300035,0.09950509687427243,0.13489734272516005,0.013237001000463584,0.036021093478319166,0.020839701653959156,0.019895013973353422,0.037642151442506495,0.04187441402129197,0.024555882937104635,0.032569851461832756,0.02755566084292173,0.0398746972462681,0.06469523645417966,0.017051818720761374,0.014356919246259288,0.0361850677844776,0.04759950246667207,0.07825149770344911,0.0860860360048652,0.10414488608586542,0.033699947418638944,0.021767268635301734,0.011455050810279317,0.018653482116428446,0.04852995624768408,0.031284686107066695
7,'Bassoon',2,0.02923676724014029,0.14176159875757086,0.03465748289213614,0.007409739153899096,0.0,0.21880702999358523,0.0173331237299128,0.17231623086615214,0.03391069796173748,0.02899031498628395,0.015072081221646029,0.033248046746418146,0.013584703875948546,0.039045321955916416,0.07809266343373694,0.02445659515453812,0.0799704124758371,0.06025492768592731,0.15006159767562643,0.15246536978511005,0.15278568676239815,0.14235357090194298,0.1583947139458737,0.15490900679194852,0.1459076341233923,0.14961403337486948,0.15213854107939337,0.15218767498896282,0.1511363025770456,0.16618353646997575,0.0458250640631984,0.052187541464821886,0.047184690522132054,0.04494942578636261,0.04498884685097534,0.05886401185675466,0.04371998446877066,0.034397374875473403,0.038405167247747916,0.02875546699016614,0.043582058190496105,0.04829871281807996,0.011861234973927381,0.1355605079474309,0.017270272035614487,0.02158525918080186,0.016406261229338356,0.02548122321240094,0.1036418086092266,0.13903405446011427,0.009119165128546596,0.02861135432442007,0.013429962500060061,0.014030249495180102,0.031777386964333174,0.036009649543118645,0.0302375693477846,0.026705086983659435,0.021690896364748413,0.032464958092369,0.07037692286485962,0.009642079566862279,0.01849363098121348,0.028775328630578505,0.04018976331277297,0.08238820943840329,0.09022274773981938,0.1082815978208196,0.037836659153593126,0.02590398037025592,0.005982710106617904,0.02279019385138263,0.054211642658364055,0.035421397842020884
10,'Cello',1,0.24795064850952409,0.0771440379853411,0.18437365746167358,0.21312534358290527,0.21880702999358523,0.0,0.20688325146691736,0.05867555176513952,0.18808734934671756,0.21863359144748998,0.2076837656872332,0.18581769734243933,0.20639526768407426,0.1999699594950146,0.29680654470312073,0.23087578782538376,0.18139304720227475,0.2772667777476649,0.3687754789450102,0.37117925105449384,0.3714995680317819,0.3610674521713268,0.37710859521525747,0.3736228880613323,0.3646215153927761,0.36842106336845476,0.3708524223487772,0.3709015562583466,0.36985018384642937,0.3848974177393596,0.2645389453325822,0.2709014227342057,0.2658985717915158,0.2636633070557464,0.26370272812035916,0.19308256203216698,0.26243386573815447,0.2531112561448572,0.22770568633731417,0.24746934825954994,0.2622959394598799,0.22606129293208133,0.23057511624331117,0.1036211881863877,0.22433020911137255,0.22667845789526278,0.2223838436524619,0.24419510448178472,0.14001648316296347,0.0982422187273508,0.20987255530451057,0.2473252355938039,0.23214384376944386,0.21557953100115965,0.23600239922879748,0.23180047271500825,0.1989517416046527,0.24110368773660396,0.21991593775555665,0.25117883936175284,0.1487244204589205,0.22835596083624607,0.21869961335722932,0.2474892098999623,0.25890364458215676,0.19900712239964813,0.21096802450945173,0.17626723726525864,0.2335336245431496,0.23196161939155946,0.21875816133441642,0.19960673560438227,0.16487395179827943,0.21070409282308378
10,'Cello',2,0.043669056033670106,0.1461176929855541,0.04673048237411744,0.02319788820808612,0.0173331237299128,0.20688325146691736,0.0,0.15784688208700434,0.019360347832495354,0.011775252592083457,0.003402173211379202,0.02603968109086302,0.022834885569758514,0.05626038435011691,0.09252495222726675,0.04167165754873862,0.09718547487003759,0.07746999008012781,0.16449388646915628,0.1668976585786399,0.167217975555928,0.1567858596954728,0.17282700273940352,0.16934129558547836,0.16033992291692212,0.1641643835041116,0.1665708298729232,0.16661996378249264,0.16556859137057542,0.18061582526350559,0.06025735285672822,0.0666198302583517,0.061616979315661874,0.05938171457989242,0.05942113564450516,0.07607907425095517,0.05815227326230047,0.04882966366900323,0.05562022964194841,0.04318775578369596,0.05801434698402593,0.06551377521228045,0.026293523767457194,0.15289363167734368,0.03448533442981498,0.03880032157500236,0.03362132362353885,0.03991351200593076,0.12085687100342708,0.15624911685431475,0.010120665035583606,0.043043643117949885,0.027862251293589876,0.011297938525305648,0.031720806752943496,0.027518880239154265,0.015687219218542478,0.036822095260749976,0.015634345279702703,0.04689724688589882,0.07741645002853535,0.024074368360392093,0.03570869337541397,0.043207617424108315,0.05462205210630278,0.0996032718326038,0.10748487352061514,0.1254966602150201,0.05505172154779362,0.04311904276445641,0.014501481470073305,0.040005256245583126,0.059173636317982344,0.05263646023622137
10,'Cello',3,0.20151593812067445,0.030653238857907994,0.13793894707282395,0.16663454445547218,0.17231623086615214,0.05867555176513952,0.15784688208700434,0.0,0.1386812099127311,0.16336905983942857,0.16124905529838357,0.1393829869535897,0.15990446855664114,0.15353524910616498,0.2503718343142711,0.18444107743653412,0.1349583368134251,0.23083206735881526,0.3223407685561606,0.32474454066564423,0.3250648576429323,0.31463274178247713,0.33067388482640786,0.3271881776724827,0.3181868050039265,0.3219302642410216,0.3244177119599276,0.324466845869497,0.32341547345757976,0.33846270735050993,0.21810423494373257,0.22446671234535606,0.21946386140266624,0.21722859666689678,0.2172680177315095,0.1466478516433173,0.21599915534930483,0.20667654575600758,0.18127097594846456,0.2010346378707003,0.21586122907103025,0.17962658254323172,0.18414040585446156,0.05713038905895459,0.1778954987225229,0.18024374750641314,0.17594913326361228,0.1977603940929351,0.09358177277411385,0.05180750833850117,0.16343784491566096,0.20089052520495423,0.18570913338059425,0.16914482061230998,0.18956768883994787,0.18536576232615862,0.14241598304174544,0.19466897734775435,0.17348122736670704,0.20474412897290317,0.10228971007007089,0.18192125044739646,0.17226490296837968,0.20105449951111268,0.21246893419330715,0.15257241201079852,0.16451116334551769,0.129832526876409,0.1870989141543,0.18552690900270985,0.17226736220698335,0.15317202521553266,0.11843924140942981,0.16426938243423414
10,'Cello',4,0.06283472820794335,0.12732179086535428,0.0277399045956955,0.028229011551057514,0.03391069796173748,0.18808734934671756,0.019360347832495354,0.1386812099127311,0.0,0.0307658303705054,0.022586364866133496,0.007049103312441078,0.02149893565222648,0.03730932667782418,0.11169062440153998,0.04580005177823767,0.07821156893916731,0.09230612121790054,0.18365955864342953,0.18606333075291315,0.186470102606925,0.17604351162865614,0.19199267491367675,0.1885069677597516,0.17950559509119537,0.18352473133660696,0.18573650204719647,0.18584561705377897,0.18473426354484865,0.19978149743777882,0.07942302503100146,0.08578550243262495,0.08078265148993512,0.07854738675416566,0.0785868078187784,0.057155809928762596,0.07731794543657372,0.06799533584327645,0.042589766035733445,0.0623534279579692,0.07718001915829915,0.0465231974338585,0.045459195941730444,0.13409772955714386,0.03921428880979178,0.04156253759368204,0.03743176126048998,0.059079184180204,0.10186629322500514,0.1372585390758928,0.024791532833190882,0.06232283091095562,0.047027923467863116,0.030463610699578886,0.05088647892721673,0.046684552413427505,0.010864392257935174,0.05598776743502321,0.03480001745397595,0.06606291906017206,0.05842587225011341,0.0432573682429987,0.03358369305564856,0.062373289598381565,0.07378772428057602,0.08061269405418184,0.08868897140041532,0.10654771940805775,0.04841770424156886,0.046845699089978717,0.033861829302568654,0.02101467846716118,0.04018305853956041,0.03364588245779943
10,'Cello',5,0.03838480552391429,0.15767627749259855,0.0585057349662009,0.03465421220740685,0.02899031498628395,0.21863359144748998,0.011775252592083457,0.16336905983942857,0.0307658303705054,0.0,0.014212451278091282,0.03781493368294648,0.034291209569079245,0.06803563694220037,0.08724070171751093,0.05344691014082207,0.10896072746212104,0.08924524267221128,0.15920963595940044,0.16161340806888405,0.16193372504617218,0.15150160918571695,0.16754275222964768,0.16405704507572252,0.1550556724071663,0.1586592629728639,0.1612865793631674,0.16133571327273682,0.16028434086081958,0.17533157475374975,0.0549731023469724,0.06133557974859588,0.05633272880590604,0.0540974640701366,0.05413688513474934,0.08785432684303862,0.05286802275254465,0.0435454131592474,0.06739548223403187,0.03790350527394013,0.0527300964742701,0.0772890278043639,0.03026645887624876,0.1644108352152214,0.04626058702189844,0.05057557416708581,0.0453965762156223,0.034629261496174936,0.13263212359551055,0.1680243694463982,0.02189591762766706,0.04222623556791847,0.029603200610309088,0.01528984304082367,0.026436556243187675,0.022234629729398447,0.021290398321061024,0.03153784475099416,0.010350094769946883,0.04161299637614299,0.08919170262061882,0.032198036644866486,0.04748394596749742,0.037923366914352497,0.049337801596546965,0.11137852442468725,0.11921306272610332,0.13727191280710355,0.06682697413987708,0.05489429535653986,0.023199161397127535,0.051780508837666585,0.0709488889100658,0.06441171282830484
