% Distances between instruments for pitch 84 (C6)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 3 (Bandura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 4 (BanjoFramus), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 12 (Clarinet), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 12 (Clarinet), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 24 (Erhu), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 26 (Fujara), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 28 (JinghuOperaViolin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 30 (Melodica), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 31 (MorinKhuurViolin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 32 (Oboe), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 32 (Oboe), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 37 (Pinkillo), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 38 (PivanaFlute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 41 (Shakuhachi), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 10' NUMERIC

@DATA
23,'ElectricPiano',6,0.010785185861855178,0.06394252233861707,0.03470670141093982,0.04503813803913579,0.0534001339841457,0.00976440740603807,0.08868552752950738,0.003632658448295072,0.014847441146026768,0.030377794304340778,0.0,0.017727481855407685,0.06404852525892162,0.054974470107588026,0.06578872982006025,0.04857894875214345,0.04844452654734871,0.05247401703790391,0.04362478188849698,0.04865192948056211,0.0432227423008267,0.041756336169158255,0.02202451030148257,0.05038095243073126,0.022738350637881082,0.03899835251342716,0.039302950516598066,0.041607062472469654,0.035160134459535114,0.03555407526879135,0.025154693933493653,0.029156547804958254,0.03170674685514461,0.057907346654069554,0.09265097903919428,0.08192853137604704,0.05239721993193581,0.05115721349693853,0.033478428144939926,0.0485724604060944,0.04281609834633652,0.09202232266028543,0.008913799910132626,0.016193086339490393,0.06220926445934197,0.042684151653986487,0.036877603589578103,0.03152050036850184,0.09091419362216431,0.04674983437861754,0.0509796123408873,0.0535202961677152,0.07995141044643019,0.08898520503081135,0.08276993520299866,0.035921672795818135,0.02446191611589978,0.02308522877375456,0.02861939389246049,0.05132678519374234,0.0552052626888481,0.057820112507606325,0.08778918679315413,0.0440842026734043,0.02486385334302368,0.014167216120948567,0.05310176822461793,0.036039483096187486,0.06684866897823749,0.060290408656138085,0.03305826273662136,0.06926998055301263,0.02830342031195519,0.05721418749165972,0.024968680930966835,0.029346829861041406,0.04458541008239597
24,'Erhu',1,0.027405212976502318,0.08135159340164273,0.018132018587411522,0.027864152522584607,0.04074314494964559,0.026425450203864668,0.07323744998289053,0.021360140303702757,0.03152918637573838,0.01953135076040993,0.017727481855407685,0.0,0.047554711086608685,0.040251117435910116,0.04920929210625444,0.032085134579830525,0.038264219303927094,0.03598020286559098,0.029617424083991244,0.031498878001412,0.026490880695584102,0.02569970519380536,0.03870625553119419,0.03468790790811488,0.0071102382070966225,0.022504538341114235,0.022053225538671034,0.02387958061706197,0.01809618913132176,0.01898242193063499,0.007427212078085968,0.01142906594955057,0.013979264999736922,0.07458909188378117,0.07615716486688136,0.09853030678457932,0.06907896516164742,0.06783895872665015,0.049964059326985034,0.03312438285947755,0.02624998158544797,0.0755285084879725,0.02559554513984424,0.03392056819489808,0.0445292452025011,0.025173804514978738,0.019457734026156758,0.015306347231951747,0.0754037012945462,0.030144714171339886,0.03443161252690188,0.03698892335176316,0.06340712118166399,0.07349552063767543,0.06732185765638181,0.01942785862350521,0.007967759261146568,0.007029037164187066,0.01099973051268749,0.034807611230783846,0.038691664568491164,0.041326298335293395,0.07129537262084122,0.027590388501091374,0.009415775796406825,0.006827324738489134,0.04028384817098404,0.021601476202840465,0.05035485480592456,0.04379659448382516,0.01712274548182958,0.05382190300639578,0.011951406625280173,0.04070325764809695,0.009312560240266143,0.013153359284672664,0.03091136447029168
25,'Flute',1,0.0533250575121309,0.12799104759753868,0.02942269249919716,0.019690558564024078,0.08769827626716199,0.05430482028476855,0.09901228893885172,0.06766058644422716,0.049201084112894845,0.0658289331532068,0.06404852525892162,0.047554711086608685,0.0,0.013431032832855417,0.012355650895514788,0.015469576506778165,0.01651286141886508,0.011574508221017703,0.022025881139109884,0.018950688466281243,0.026683530516983984,0.06354099980515006,0.04202401495743904,0.06095287260877972,0.046482501023463775,0.03003377057812848,0.025501485547937647,0.025703861398960543,0.031565947139632865,0.028572289155973696,0.04451156268451851,0.03679793609497544,0.0338697636847023,0.04759206284830697,0.02860245378027267,0.07162772574971878,0.04207458941977962,0.040824946724283856,0.030766211161648186,0.059679471608636854,0.027863031289453884,0.07664052931372141,0.055134725348788986,0.0802101504520856,0.0630394405718449,0.022380906571629944,0.028096977060451927,0.04925092261997125,0.101246460394819,0.0174099969152688,0.013123098559706808,0.010565787734845523,0.015934346333834972,0.09931747180346605,0.09308560603745959,0.044879064025270275,0.03958695182546212,0.04436175449063171,0.036554980573921196,0.01274709985582484,0.00886304651811752,0.006228412751315284,0.032897468489606146,0.027761036973774553,0.04551482818723774,0.05393822447196236,0.0866705101692841,0.02806533691848608,0.039183049734872244,0.006468213465363634,0.04467528148239961,0.07957083200037271,0.05131504512354951,0.06043555581775304,0.056342565238604196,0.05943095664308978,0.07735111380906036
25,'Flute',2,0.044189284245732846,0.11875452619321991,0.04055609787625187,0.0301580437595315,0.07846175486284322,0.04521006270154995,0.11241736598869108,0.0586071285558831,0.0401377806404325,0.05677833901259027,0.054974470107588026,0.040251117435910116,0.013431032832855417,0.0,0.010891102423964528,0.011531173214636545,0.007276340014546309,0.006756954383244969,0.01278935973479111,0.03218779389982507,0.03992063595052781,0.06532570837535676,0.032963898052806785,0.07395032463692976,0.04630772284407959,0.04343426563777903,0.02806837497436882,0.03667290095089955,0.023598816961739964,0.02378852782610649,0.04546272883988545,0.03877118036993154,0.028140699236944806,0.03433797444787105,0.03783897518459144,0.05827918934866919,0.028827847725737304,0.027587841290740028,0.021529689757329416,0.0723042988652781,0.04119030038740728,0.09004555011501324,0.046086875313012955,0.07116755644707841,0.07627654600538873,0.02856300529995481,0.02608178197281415,0.05508987257470035,0.11458361730034676,0.022612211315883646,0.01338310603139322,0.006319069865755997,0.02508893149937409,0.11267543664347597,0.10650177366218234,0.05829180965925964,0.04334890576466947,0.04665460097995306,0.029539980704849856,0.01990719263069297,0.019097533546550628,0.008764991994289163,0.04630881409615736,0.04116721562122191,0.04859569180220737,0.04470170306764359,0.07753083642316438,0.018934987011400537,0.05261408256772767,0.019883009301689434,0.05662763494281987,0.09300181901219633,0.05187279251815369,0.07381801183303222,0.04853805313716534,0.052916202067239904,0.06819854260632491
25,'Flute',3,0.05500354395820508,0.12964562861718446,0.03948071593891124,0.02915950453368317,0.08935285728680775,0.056024322414022186,0.11134198405135047,0.06942138826835532,0.050952040352904716,0.0675925987250625,0.06578872982006025,0.04920929210625444,0.012355650895514788,0.010891102423964528,0.0,0.017225467217807464,0.018167442438510838,0.0133251029936118,0.023680462158755643,0.03118925467397674,0.03892209672467948,0.0651955808247958,0.04377815776527902,0.07295178541108144,0.048137082043109534,0.04235888370043841,0.027156066567583403,0.03567436172505122,0.03322052815927862,0.030234654551268902,0.04616614370416427,0.03845251711462119,0.03552434470434806,0.03533651367371938,0.026947872760626917,0.059277728574517526,0.02982638695158563,0.02858638051658836,0.03242079218129395,0.07122891692793747,0.04011491845006664,0.0889701681776726,0.05690113502548519,0.08198181615955065,0.0752780067795404,0.02756446607410648,0.02975155808009768,0.05409133334885202,0.11350823536300612,0.021562511872014856,0.014809117479172953,0.01226843365234505,0.014197829075409557,0.11160005470613533,0.10542639172484174,0.057216427721919004,0.04227352382732883,0.04601633551027747,0.03820956159356695,0.01883181069335234,0.01802215160921,0.007982147751772863,0.04523343215881673,0.04009183368388128,0.04752030986486674,0.05559280549160811,0.08834509613563661,0.02974924672387277,0.051538700630387034,0.018807627364348805,0.055629095716971534,0.0919264370748557,0.05296962614319526,0.07274262989569158,0.05799714625824995,0.061085537662735535,0.07900569482870612
25,'Flute',4,0.03785548100535274,0.11252147109076051,0.029121479462721356,0.0188050229477708,0.07222869976038383,0.03883524377799039,0.10089637356063486,0.05219592105054786,0.03373150760611668,0.050367131507255025,0.04857894875214345,0.032085134579830525,0.015469576506778165,0.011531173214636545,0.017225467217807464,0.0,0.01029067153696052,0.0047742188313915765,0.006556304632331721,0.020834773088064373,0.028567615138767113,0.05397268756359606,0.02655443845066088,0.06259730382516908,0.034954702032318895,0.03191785519991161,0.016715354162608123,0.025319880139138853,0.016096370632854698,0.013102712649195531,0.03410970802812475,0.027418159558170844,0.018400187177924136,0.0456922032300881,0.04407203028705083,0.0697278661314999,0.040180868537498,0.03894086210250073,0.021277762900392776,0.06077312565064155,0.02974711591123701,0.07852461393550454,0.03967566780767772,0.06475634894174319,0.06492352519362804,0.01720998448819411,0.014728761161053455,0.04373685176293965,0.10313054501660213,0.011208030286102488,0.002416349738634514,0.005212103348880548,0.03138814784417739,0.10120155642524915,0.09497060044754581,0.04676314864705341,0.03183376138236387,0.03530158016819237,0.021085404067143026,0.00841706535659266,0.007601830429848754,0.009243319466034605,0.03921415027087916,0.029645121595557683,0.03706649816010845,0.0384686479651842,0.07120093366250595,0.012595760411707914,0.04108290935309112,0.011711921904088518,0.045274614131059175,0.08147064579755979,0.040519771706393,0.062319640439536174,0.040872988731826036,0.043961380136311616,0.06188153730228219
25,'Flute',5,0.037659340685493536,0.11206863809358375,0.039315596198575845,0.028399836990602407,0.07525738285165089,0.03868011914131064,0.11117686431101508,0.05207718499564379,0.03360783708019319,0.05286913108584845,0.04844452654734871,0.038264219303927094,0.01651286141886508,0.007276340014546309,0.018167442438510838,0.01029067153696052,0.0,0.005516452705568945,0.009015265305526354,0.030450521168297055,0.03860455309290731,0.06363911952192988,0.02643395449256748,0.07262732223623941,0.04504965253522115,0.04219376396010301,0.02623442874406388,0.034686002818916525,0.021611918829756948,0.022548026148430465,0.043475830707902424,0.036784282237948523,0.026153801104961783,0.036324872579854076,0.04511531519913775,0.060266087480652215,0.030814745857720326,0.02957473942272305,0.01496609840240879,0.07106379718760207,0.03994979870973125,0.0888050484373372,0.039556931752773646,0.0646376128868391,0.07428964787340571,0.02657610716797179,0.024094883840831128,0.05324576156007627,0.11334311562267073,0.021371709638207625,0.012142604353717196,0.00594707368401956,0.0323652715139204,0.11143493496579994,0.10526127198450634,0.057051307981583615,0.04210840408699345,0.044968451492311594,0.027553082572866833,0.018666690953016946,0.017857031868874603,0.010284448667549797,0.04506831241848133,0.03992671394354589,0.04735519012453135,0.03754436943043016,0.07552748641133945,0.017515311052626867,0.05137358089005164,0.018642507624013413,0.0550621598099541,0.09176131733452031,0.04989082095340469,0.07257751015535618,0.046751056117650375,0.05109277361279718,0.06695804092864889
25,'Flute',6,0.041750549291113194,0.11641653937652098,0.03389040235567773,0.02357394584072717,0.07612376804614429,0.04273031206375085,0.10566529645359123,0.05609628527474353,0.03762693735929292,0.0542674957314507,0.05247401703790391,0.03598020286559098,0.011574508221017703,0.006756954383244969,0.0133251029936118,0.0047742188313915765,0.005516452705568945,0.0,0.01045137291809218,0.025603695981020747,0.033336538031723484,0.058741610456552434,0.03045305477166722,0.06736622671812544,0.03972362492527526,0.03668677809286798,0.021484277055564494,0.030088803032095223,0.019991438918615156,0.017119802820160412,0.03887863092108112,0.03218708245112722,0.022295255463684594,0.04092207236667538,0.040176962001290374,0.06495364730010832,0.03541194564454163,0.03417193920954436,0.019191702940630485,0.06554734448203313,0.034516038804193384,0.08329353682846091,0.043576032031873387,0.06865671316593884,0.06969244808658441,0.02197890738115048,0.019497684054009826,0.048505774655896026,0.10789946790955851,0.01597695317905886,0.006690727501276206,0.0010566693412667506,0.02748778361998173,0.10597047931820554,0.09974481927893737,0.05153485527601467,0.03660268427532025,0.04007050306114874,0.024980472352903488,0.013185988249549032,0.012370753322805126,0.005346095469702419,0.03955185971291239,0.03441404448851406,0.0418387374189624,0.04236371625094466,0.07509600194826642,0.016490828697468374,0.0458571281844827,0.013126054918444466,0.05004353702401554,0.08624486462895135,0.045288694599349366,0.06708856333249254,0.04476805701758649,0.047856448422072075,0.06577660558804266
25,'Flute',7,0.0328395960266418,0.10724889343473204,0.03099360595444256,0.020077846746469123,0.0669353926075176,0.03386037448245891,0.10285487406688176,0.04725744033679205,0.02878809242134145,0.045428650793499226,0.04362478188849698,0.029617424083991244,0.022025881139109884,0.01278935973479111,0.023680462158755643,0.006556304632331721,0.009015265305526354,0.01045137291809218,0.0,0.02212853092416377,0.030282562848774026,0.055317129277796605,0.021614209833715745,0.06430533199210613,0.03672766229108786,0.03387177371596972,0.017912438499930596,0.025670737513390173,0.01259665352423059,0.014226035904297182,0.034460565402376075,0.02776901693242217,0.01721268828719539,0.04534013788538043,0.05062833491938256,0.06928135278617857,0.03983001116324668,0.0385900047282494,0.020715105328584293,0.0627418069434688,0.03162780846559796,0.08048305819320391,0.034737187093921915,0.05981786822798737,0.06569031525203668,0.018146446664435864,0.01575570091288161,0.04492377131594299,0.10502112537853743,0.013049719394074339,0.008902782579403074,0.011460093404264363,0.037878291234165196,0.10311294472166666,0.09693928174037304,0.04872931773745034,0.033786413842860165,0.0366464612481783,0.01901410582856566,0.010344700708883664,0.013162834620992362,0.0157974683877946,0.045766542673342424,0.031604723699412605,0.039033199880398065,0.03272462477157843,0.06720549616720617,0.009193320808493582,0.043051590645918354,0.01826776453632636,0.04674016956582081,0.08343932709038702,0.041568830709271413,0.0642555199112229,0.03842906587351708,0.042770783368663905,0.058636050684515585
25,'Flute',8,0.03786674361870693,0.11227604102679715,0.013945228069622284,0.0036347254788273975,0.0716675925748,0.03888752207452404,0.080726343142718,0.05228458792885718,0.03381524001340658,0.050455798385564354,0.04865192948056211,0.031498878001412,0.018950688466281243,0.03218779389982507,0.03118925467397674,0.020834773088064373,0.030450521168297055,0.025603695981020747,0.02212853092416377,0.0,0.008154031924610252,0.04753585059805451,0.030642931995109132,0.0453113098544207,0.03090587036093667,0.011743242791805953,0.009445652462740968,0.009648028313763863,0.015510114054436181,0.013097854211770758,0.028455729599321827,0.02074210300977876,0.01781393059950562,0.06652576834769612,0.044658286865469354,0.09046698324849427,0.06101564162556237,0.05977563519056509,0.041900735790899986,0.04431433697660375,0.009499277541434195,0.05835452726904015,0.03976433468598704,0.06484501582005249,0.04408875210556367,0.006325073486433263,0.012041143975255244,0.03319508953477457,0.08289259445437366,0.009626742801961885,0.018912968479744538,0.025993631643415147,0.03190824318025199,0.08098441379750289,0.07481075081620928,0.026600786813286554,0.024190013364662324,0.028357044649321567,0.02049914748872451,0.012417707731471711,0.013232942658215618,0.02359879859784003,0.03979649461942922,0.00947619277524883,0.030131938986231285,0.03788239138676568,0.07120829579613847,0.013538152666755418,0.020923059721754584,0.012482475000917608,0.028791245995865185,0.06131079616622324,0.035259212038352826,0.04212698898705913,0.04028673215340752,0.0433751235578931,0.061835812095446106
26,'Fujara',1,0.03243755643897152,0.1069272172065141,0.008516040889886875,0.010204716102304901,0.06663444587613741,0.03345833489478863,0.07257231121810775,0.04685540074912178,0.031198704890356074,0.04502661120582894,0.0432227423008267,0.026490880695584102,0.026683530516983984,0.03992063595052781,0.03892209672467948,0.028567615138767113,0.03860455309290731,0.033336538031723484,0.030282562848774026,0.008154031924610252,0.0,0.04247716941412547,0.038375774045811877,0.039889042217755154,0.02547668318120126,0.004225313160521073,0.012370124348843428,0.006272086179207186,0.018761327896104546,0.016216735211563076,0.023447732293493933,0.015734105703950858,0.013069874561578635,0.07425861039839887,0.04966628417129725,0.09819982529919702,0.06874848367626511,0.06750847724126784,0.04963357784160272,0.03888514979686834,0.0013452456168239425,0.050200495344429906,0.034335147506251634,0.05941582864031709,0.036355910054860927,0.012136116184338158,0.014526861935892412,0.028187092228946668,0.07473856252976341,0.017359584852664627,0.02664581053044728,0.03372647369411789,0.03732309783855473,0.07516019277601868,0.06665671889159902,0.018446754888676305,0.018760826184926912,0.02329792409960713,0.015491150182896615,0.020150549782174454,0.02096578470891836,0.03133164064854277,0.044804491925257116,0.001322160850638578,0.024702751806495876,0.03287439408093778,0.06577910861640306,0.021270994717458153,0.02386397411034046,0.020215317051620347,0.023611451091375035,0.053156764241612996,0.030251214732524928,0.03397295706244888,0.035278734847579624,0.0383671262520652,0.0564066249157107
28,'JinghuOperaViolin',1,0.052479803915948954,0.06474019042874264,0.034118307305952895,0.04392205915662819,0.024157276462011944,0.051500041143311304,0.08062374407340712,0.0381442749838527,0.05660377731518503,0.011402002875534528,0.041756336169158255,0.02569970519380536,0.06354099980515006,0.06532570837535676,0.0651955808247958,0.05397268756359606,0.06363911952192988,0.058741610456552434,0.055317129277796605,0.04753585059805451,0.04247716941412547,0.0,0.06378084647064082,0.008988202714309518,0.019017985531277173,0.038490827059655605,0.038186871634090465,0.04049098358996206,0.04379589432512712,0.041621807636392026,0.024872157465825828,0.028040468922450656,0.03810444099060121,0.09966368282322781,0.09214345358542274,0.12360489772402594,0.09415355610109406,0.09291354966609679,0.07503865026643168,0.0074246776656721886,0.04223627030398933,0.09151479720651386,0.050670136079290884,0.025598262286401125,0.06109318557683437,0.04156807277147889,0.03956142836491499,0.014447599346376004,0.04970399610074083,0.046131002889881256,0.05205088295527623,0.05913154611894683,0.07939340990020537,0.047795815443870064,0.041622152462576445,0.03541414734204658,0.023954047979687934,0.019179245314518343,0.03630302344923094,0.05079389994932521,0.05467795328703253,0.05731258705383477,0.08728166133938259,0.043576677219632744,0.01802617161791231,0.027770422949432955,0.023672445198083952,0.04667606714228711,0.06634114352446593,0.05978288320236653,0.018865718322750438,0.06219035297352713,0.01374829856852519,0.05668954636663832,0.016888063404279514,0.0125463459091327,0.014299961497391595
29,'Kantele',1,0.011301042554691861,0.08596703264009965,0.038929638369766116,0.028613181854815557,0.07542464428562827,0.012280805327329515,0.1107045324676796,0.025643230503076306,0.007177069155455798,0.05238836635912201,0.02202451030148257,0.03870625553119419,0.04202401495743904,0.032963898052806785,0.04377815776527902,0.02655443845066088,0.02643395449256748,0.03045305477166722,0.021614209833715745,0.030642931995109132,0.038375774045811877,0.06378084647064082,0.0,0.07240546273221382,0.04476286093936365,0.041726014106956366,0.026523513069652883,0.03512803904618361,0.022053955057024028,0.0221590388342488,0.043917866935169504,0.0372263184652156,0.02659583733222887,0.035882836352586996,0.07062646873771172,0.05991795932126581,0.03037270963045324,0.029132703195455967,0.011467856090158692,0.07058303246087565,0.03955527481828177,0.0883327728425493,0.01312297726020617,0.038203658394271624,0.07473168410067281,0.027018143395238874,0.024536920068098215,0.053545010669984405,0.1129387039236469,0.024739262323836303,0.028969040286106067,0.031509724112933964,0.05794083839164895,0.11100971533229392,0.10478050725777989,0.05657130755409817,0.041641920289408635,0.04510973907523713,0.027995118800133917,0.02931621313896111,0.03319469063406687,0.03579601001350616,0.06576684081835071,0.039453280502602446,0.04687465706715321,0.03619172642243113,0.07512627852610049,0.017104779328353716,0.0508928161633252,0.03826589835465552,0.05508277303810393,0.09128055260779387,0.05032793061343776,0.07212779934658094,0.046993191232449404,0.05137134016252396,0.06660992038387854
30,'Melodica',1,0.06110442017752197,0.06703817498875896,0.03347582436244771,0.044227485245636994,0.026745403658382266,0.06012465740488432,0.07803561687703679,0.046768891245425714,0.06522839357675803,0.020026619137107533,0.05038095243073126,0.03468790790811488,0.06095287260877972,0.07395032463692976,0.07295178541108144,0.06259730382516908,0.07262732223623941,0.06736622671812544,0.06430533199210613,0.0453113098544207,0.039889042217755154,0.008988202714309518,0.07240546273221382,0.0,0.02764260179285018,0.03590269986328528,0.04639289349217552,0.040294855322539284,0.052784097039436643,0.05024642389796503,0.03386036018013535,0.03684013593201078,0.04709264370491073,0.10828829908480081,0.08955532638905239,0.13222951398559896,0.10277817236266706,0.10153816592766979,0.0836632665280047,0.0018416626457759232,0.039648143107619015,0.08892667001014354,0.05929475234086389,0.03422287854797413,0.058868644833200555,0.046158885327670256,0.048549631079224505,0.01938156067616313,0.04071579338643131,0.05138927353906658,0.06067549921684923,0.06775616238051985,0.07680528270383503,0.03880761272956054,0.03263394974826692,0.03282602014567625,0.030763542442805197,0.027658870743927814,0.045291226163540456,0.05418023846857641,0.054995473395320314,0.06536132933494472,0.08469353414301227,0.040988550023262425,0.025530805665060625,0.036758625663742474,0.02589698594171776,0.05530068340386011,0.06375301632809562,0.05719475600599622,0.0175651624262853,0.05960222577715681,0.022736501282834706,0.054101419170268,0.025876266118589033,0.02153454862344222,0.016524502241025404
31,'MorinKhuurViolin',1,0.03346181838467179,0.0815085465740749,0.017059808524266612,0.027292078919510344,0.04121577524369822,0.032482055612034134,0.0661272117757939,0.02137871756792051,0.037585791783907856,0.019549928024627686,0.022738350637881082,0.0071102382070966225,0.046482501023463775,0.04630772284407959,0.048137082043109534,0.034954702032318895,0.04504965253522115,0.03972362492527526,0.03672766229108786,0.03090587036093667,0.02547668318120126,0.019017985531277173,0.04476286093936365,0.02764260179285018,0.0,0.021432328277969325,0.021556891396972627,0.023861003352844218,0.02520642733841838,0.022603822105114846,0.007408634813868213,0.011410488685332815,0.019514974003892474,0.08064569729195063,0.07508495480373645,0.1045869121927488,0.07513557056981689,0.07389556413481961,0.0560367438986534,0.026014144652380927,0.02517777152230306,0.0744562984248276,0.03165215054801371,0.03393914545911583,0.04446320533971653,0.02493809253436105,0.020971961378206245,0.008782149730620761,0.06829346308744957,0.02907250410819498,0.03335940246375696,0.04011356058766966,0.06233491111851908,0.0663852824305788,0.060211619449285186,0.0183556485603603,0.0068955491980016576,0.002548825711615099,0.0177135564625222,0.033735401167638936,0.037619454505346255,0.04025408827214849,0.07022316255769631,0.02651817843794647,0.0023055375893102025,0.009180955962724214,0.0403024254352018,0.027658081611009928,0.04928264474277966,0.04272438442068025,0.01031991209874028,0.04671166479929916,0.005565069674074108,0.03963104758495204,0.009860064215140425,0.012948455619626006,0.03092994173450944
