% Distances between instruments for pitch 81 (A5)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 3 (Bandura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 4 (BanjoFramus), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 5 (Banjolin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 9 (Bouzouki), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 12 (Clarinet), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 12 (Clarinet), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 17 (Domra), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 19 (DungDkarTrumpet), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 24 (Erhu), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 26 (Fujara), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 28 (JinghuOperaViolin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 30 (Melodica), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 31 (MorinKhuurViolin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 32 (Oboe), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 32 (Oboe), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 37 (Pinkillo), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 38 (PivanaFlute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 41 (Shakuhachi), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 49 (Ukulele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 52 (Flugelhorn), style 1' NUMERIC

@DATA
23,'ElectricPiano',2,0.026926939968133678,0.12058038645056955,0.06558256434235356,0.033852024735329396,0.03187029837366659,0.046749863159788886,0.07701394250600313,0.0970572265925806,0.0630594381317197,0.07201216899141749,0.0,0.08896014206008711,0.07226705078336396,0.04388644665274244,0.06555190786586222,0.03691863309298684,0.0747874764924314,0.06443569402803394,0.0787829889766441,0.07061610454742048,0.0327544875490014,0.06752514335233488,0.06214804834020721,0.03176900981005495,0.04047435377639503,0.0700790233096862,0.08097458887169129,0.05590100899959285,0.05742822701303527,0.02969509666890061,0.050593984329509095,0.058383225623201744,0.06518705258696399,0.0514210526457419,0.04405308849131184,0.04058656169122852,0.06287730118050917,0.10888924314720998,0.11120314690919454,0.1323852084550419,0.11089972936631586,0.11094691563143944,0.09754778095135204,0.0249327334565644,0.06893658022770427,0.06939846955693665,0.06402395889435791,0.06320355685929858,0.008097441957337975,0.040111777459370175,0.03772293621009285,0.04413180197325889,0.03847041964362527,0.045136100419208125,0.04925171774507858,0.07516471284031728,0.06125411266500275,0.03091454536981672,0.06223570597011668,0.11208530168758357,0.030007927342447564,0.03843364937966733,0.0514895468586446,0.051750700676359396,0.08757959517182752,0.029532363856605775,0.029761911078555525,0.05502748947235405,0.07259762934976959,0.06472892769057768,0.05577069858902353,0.051406856864984495,0.05396497414455494,0.07785392862146302,0.0443041266938062,0.04534559739678462,0.07192750715755421,0.0376121872014308,0.03596003136728398,0.05127351989115108,0.03075672518600876,0.051976355310066065,0.05436263302686029,0.07160651207105882,0.012460730827793387
23,'ElectricPiano',3,0.09445520613614487,0.031763719146728334,0.023377577717733532,0.06395192623827414,0.08849115567507866,0.08913528571259825,0.034986599291159055,0.008233224040273586,0.02590070392836739,0.04421412631903109,0.08896014206008711,0.0,0.04443227649891757,0.045073695407344655,0.023408234194224872,0.056183876323757244,0.09988606894926659,0.09988623859531016,0.08742072055535328,0.0864113489686363,0.09493141078692753,0.08492363273879666,0.07914546295696183,0.09100002505042448,0.07194702713836758,0.02173960342619946,0.05312915521174241,0.033059133060494246,0.032613900296157176,0.06811230727081374,0.060231025939639256,0.058149852601006746,0.06634566111547689,0.0679834075283402,0.05427518227378761,0.05252554891395522,0.06089530641851538,0.08105854000367935,0.08334984308286482,0.10457156821612529,0.08304642553998612,0.0830936118051097,0.0698357530652817,0.0640274086035227,0.04110853130275248,0.04154683683952376,0.036188132402099574,0.035354339232944704,0.08560538883160422,0.0861965540453487,0.05123720584999425,0.04587279828728886,0.05071849753840332,0.05901604439777678,0.13814772300708908,0.10658955456932824,0.08378895022692771,0.08033074939330699,0.07915191144796178,0.06327706680682467,0.05895221471763953,0.06295457650211565,0.07001815593450077,0.05408692764573423,0.0013805468882595593,0.11837887419726789,0.09563331837546019,0.08182323993578715,0.08378809336758447,0.09632207844232264,0.06741347977035095,0.06312363061888474,0.03569699091427555,0.024443902166433162,0.07221564687991984,0.0780053734872758,0.08457234460800311,0.06926921242990508,0.05521787064605314,0.057519680721340526,0.11958855215628589,0.038463370746151804,0.035782321419188225,0.01737787117520328,0.10128810388702049
23,'ElectricPiano',4,0.0500229296372273,0.07617746610376255,0.021137290235426296,0.03843243642197344,0.0440588791761611,0.04470300921368068,0.07940034624819328,0.05264697099730781,0.05555638818260076,0.0002548817919464684,0.07226705078336396,0.04443227649891757,0.0,0.03655863851290245,0.021041879139202916,0.03615004715709139,0.05547232199223235,0.055453962096392605,0.042988444056435725,0.041979072469718735,0.05049913428800998,0.04050924249564256,0.03471318645804427,0.04656774855150692,0.031890362410455196,0.06615335038323368,0.008707538088327329,0.06499435254508225,0.04239549764517517,0.04257195411446335,0.022501443131752244,0.015793071893748636,0.021913384616559325,0.023551131029422634,0.03410449431709294,0.03216575415179435,0.016463029919597815,0.03662626350476179,0.03893609612583059,0.060139291717207714,0.0386326785829519,0.03867986484807547,0.025403476566364134,0.05447894196946878,0.003330470555659682,0.002885439659393805,0.008244144096817995,0.009077937265972863,0.06586462424416306,0.04176427754643114,0.03583999942317028,0.03661894629428882,0.04005704245188912,0.10342979135481101,0.0937154465081715,0.06215727807041068,0.03937412244759409,0.04135250541354723,0.03471963494904421,0.1076908137638589,0.07180123880540734,0.03383585666335256,0.02558587943558321,0.021585904767866617,0.04305172961065801,0.07394659769835034,0.05121789610216953,0.03740756363089629,0.039355816868666904,0.05188980194340507,0.02298120327143338,0.02086019391837946,0.03794693365655044,0.06885764912346738,0.027962924089557754,0.03359162653024158,0.04014006810908554,0.03538895053105852,0.0363340362051823,0.022063175832324717,0.08025959027198433,0.03320874975226007,0.04067166856208165,0.059019502224966804,0.07200278503059555
23,'ElectricPiano',5,0.04938151072880021,0.07675387322929149,0.021713697360955214,0.018878230830929488,0.043417460267734,0.04406159030525359,0.042841707735290835,0.05322337812283673,0.019229178971143564,0.03630375672095598,0.04388644665274244,0.045073695407344655,0.03655863851290245,0.0,0.021665461213119783,0.011110180916412584,0.05489591486670344,0.0548125431879655,0.043106576046118145,0.04136656418958006,0.04985771537958289,0.03993283537011364,0.034071767549617174,0.045926329643079834,0.02687333173102292,0.029594711870331237,0.04526617660122978,0.028435714032179798,0.013601713791757201,0.023092888107826618,0.015157330532294606,0.0227347467842046,0.02953857374796684,0.0229711011066549,0.009201486866442954,0.00745185350661057,0.027228822341512037,0.07318083087674844,0.07549473463873303,0.09667679618458037,0.07519131709585435,0.07523850336097793,0.06189710329636842,0.019035970592666533,0.03322816795724277,0.033690057286475145,0.028315546623896404,0.02749514458883708,0.04053169342425955,0.041122858638004044,0.006216767603751438,0.0010440838505386388,0.005644802131058667,0.06687871704698406,0.09307823096635666,0.06156216827263054,0.03879771532206517,0.03525705398596233,0.03407821604061712,0.07115970380069721,0.03530761207540306,0.0179483481373251,0.024995321240025653,0.016102221837362245,0.0436931485190851,0.07335887707788384,0.050641488976640614,0.03683115650536737,0.03871439796023981,0.05129117650882995,0.022344501990724703,0.01808286160480546,0.010138460923276865,0.034027415400184946,0.027181559111197184,0.03301521940471266,0.03949864920065845,0.024195517022560415,0.01022771656348999,0.01562504105215393,0.07458323840728683,0.008149842088787987,0.01053611980558222,0.027779998849780756,0.05628724404907146
23,'ElectricPiano',6,0.07104697194192,0.05513558696455964,9.541109622337631e-05,0.04054369204404927,0.06508292148085379,0.06572705151837338,0.05835846710899036,0.03160509185810489,0.03451450904339785,0.02080589212480622,0.06555190786586222,0.023408234194224872,0.021041879139202916,0.021665461213119783,0.0,0.03277564212953237,0.07651420113143527,0.07647800440108529,0.06401248636112843,0.06300311477441142,0.07152317659270267,0.061551121634845475,0.05573722876273696,0.06759179085619961,0.048538792944142706,0.04511147124403076,0.02974941722753025,0.04395247340587932,0.021353618505972245,0.044711174372558456,0.03682279174541439,0.03474161840678187,0.04293742692125202,0.044589387371386735,0.030866948079562737,0.029117314719730353,0.037487072224290506,0.05766407150304892,0.05997797526503351,0.0811633340219004,0.05967455772215482,0.05972174398727839,0.04642751887105683,0.040654256857398374,0.017711408583543236,0.018173297912775613,0.012798787250196871,0.011978385215137553,0.06219715463737934,0.06278831985112383,0.027835053868483273,0.022464564093063983,0.02731026334417845,0.08238791221560808,0.11473948881286421,0.08318132037510338,0.06041600158679702,0.05692251519908212,0.05574367725373691,0.08664893462465599,0.05077719650071464,0.03956663440205694,0.04661360750475749,0.030678693451509365,0.022027687305965313,0.09497716334261569,0.07225977524137245,0.058449442770099204,0.06037985917335959,0.07291384424809777,0.04400524557612607,0.039715396424659856,0.01690505451734752,0.04781576998426446,0.04880741268569496,0.05463350566944449,0.06116411041377823,0.0458609782356802,0.03184600282822183,0.03411144652711565,0.09620152467201866,0.015055136551926926,0.019629789422878734,0.037977623085763884,0.0779055303138033
24,'Erhu',1,0.039060786725433,0.08771698927089211,0.03280629860602371,0.0085522690072923,0.033093910011520865,0.03336541271120954,0.04423322374653449,0.06428096085625076,0.030283172395389846,0.03589516536514492,0.03691863309298684,0.056183876323757244,0.03615004715709139,0.011110180916412584,0.03277564212953237,0.0,0.044647296848469485,0.0442702866934331,0.042665985350371534,0.03449910092114792,0.039575835170971733,0.031408139726062316,0.025667013318746847,0.03532081776965433,0.016467114877838345,0.036947409330042535,0.04485758524541872,0.029660760578158144,0.023850331809991146,0.012844270089592673,0.013675351236522254,0.0214645925302149,0.02826841949397714,0.015304049019469334,0.0071344553983249985,0.0039842930052970404,0.02595866808752234,0.07277223952093739,0.07508614328292199,0.09626820482876931,0.07478272574004328,0.07482991200516687,0.061430777325079476,0.019255469493454195,0.032819576601431706,0.033281465930664084,0.027906955268085343,0.027086553233026025,0.029714577087071665,0.030012677721591458,0.004946670473762996,0.01055390677021476,0.005465378785353917,0.06814887130097376,0.08282961294812272,0.05131355025439658,0.02854909730383123,0.024990067197461996,0.02605681379163667,0.07930903595125373,0.036577766329392754,0.007699730119091153,0.015372543232372027,0.014832067583372549,0.054803329435497684,0.0631102590596499,0.040392870958406664,0.026582538487133423,0.03648062572349702,0.041042558490596015,0.019653694962750965,0.01528985323871193,0.020486885409481695,0.04506085394448106,0.016932941092963238,0.02276660138647871,0.035810503531281644,0.013152878623736744,0.0011105637291677242,0.014354886798164232,0.0643346203890529,0.018398460107021935,0.020784737823816166,0.03880600514855396,0.04603862603083752
25,'Flute',1,0.04787270907796664,0.1316497880959949,0.07660961222765865,0.0409528621310409,0.042932176925279654,0.028425239476988263,0.08808334415142847,0.10811929298954015,0.074125093837847,0.055727203784178815,0.0747874764924314,0.09988606894926659,0.05547232199223235,0.05489591486670344,0.07651420113143527,0.044647296848469485,0.0,0.010585487509231578,0.01258088905863035,0.013529350677123369,0.042032988943430015,0.014963079496589787,0.021248112143738413,0.043315427106103664,0.03441078811952265,0.08114842495511156,0.04676478390390502,0.0675147782541497,0.06849762865846064,0.045092379823530794,0.04062689444377057,0.04378893783809213,0.034817255797885915,0.03192481376004853,0.05164489345676567,0.04798925985121614,0.040005606966257545,0.03412765594839424,0.03641567041676314,0.05764068416084017,0.03611225287388444,0.03615943913900802,0.03019159182424427,0.056982122064945906,0.05880279254789204,0.05834090321865965,0.0637154138812384,0.06453581591629771,0.06838504995323051,0.035568211806237156,0.04867914726295199,0.05520120361868425,0.04953982128905062,0.10595021706387846,0.03826494266863908,0.006706774230878236,0.01609819954463826,0.04387293112261468,0.02093952080975811,0.12306724135180384,0.07430577736103754,0.03694756672937833,0.029900593626677782,0.04701217072064027,0.09851955219016266,0.06791852577678652,0.04502556541387589,0.019759987020077367,0.016186484337366944,0.010058548801853728,0.03255141287597873,0.03681305326189797,0.0650343757899803,0.08892333026688838,0.03048334979862521,0.029452716048851146,0.015406176173373948,0.03790937624012597,0.04467339693961586,0.04357950792428376,0.08277664610560435,0.06304575695549142,0.06543203467228566,0.08267591371648418,0.07451538695316555
25,'Flute',2,0.037508754059900264,0.13141935154244502,0.07650866087757664,0.03593431235703603,0.032565395654367356,0.017839751967756685,0.08793558601808742,0.10798332312780369,0.07398553466694278,0.05567211227627908,0.06443569402803394,0.09988623859531016,0.055453962096392605,0.0548125431879655,0.07647800440108529,0.0442702866934331,0.010585487509231578,0.0,0.01458099999344427,0.013474889626673871,0.031707877720119695,0.014962605856513508,0.020871101988702023,0.032729939596872086,0.02793921145694259,0.08077141480007516,0.04675708338356776,0.06682710553481593,0.06812061850342424,0.034854807034955235,0.04024988428873418,0.04341192768305574,0.034440245642849525,0.03190283106696997,0.051267883301729274,0.04761224969617974,0.039628596811221155,0.04468725416401013,0.04700115792599472,0.06818321947184205,0.046697740383116026,0.0467449266482396,0.033345791968152204,0.0467725304285013,0.05877770729255769,0.05833940175578641,0.06369810619321059,0.06453189936236546,0.05779956244399894,0.024982724297005574,0.04864903274531592,0.054824193463647856,0.04916774105690685,0.09566593223602086,0.038559326254689615,0.010962723857117445,0.01609728836838245,0.03356271331941519,0.02073432714734839,0.12301139822280666,0.06409482726443987,0.03693166209319451,0.029868082660809394,0.04663516056560387,0.0985056917070506,0.05768037503181401,0.034815582389467865,0.018062998659523034,0.016098145227725704,0.003564160152987526,0.03247275882495922,0.036762607976425436,0.0646573656349439,0.08876321621603399,0.02767059171539034,0.021894990672055293,0.015313893987307065,0.031117408069696345,0.04467685519647602,0.04320249776924737,0.07255317873101685,0.06266874680045502,0.06505502451724926,0.08250836742010689,0.06429637348962808
25,'Flute',3,0.05186822156217933,0.11906889903736456,0.06404314283761976,0.04494837461525359,0.04692768940949236,0.03242075196120096,0.08591628444147342,0.0955384039309098,0.062072326375880914,0.0432065942363222,0.0787829889766441,0.08742072055535328,0.042988444056435725,0.043106576046118145,0.06401248636112843,0.042665985350371534,0.01258088905863035,0.01458099999344427,0.0,0.008227794397447596,0.0460285014276427,0.011372743002906416,0.016998972031624687,0.04731093959031635,0.038406300603735344,0.07266928857651384,0.03429156534361088,0.07151029073836239,0.05591673959983028,0.04917416789203658,0.029017381325032388,0.03120804877946178,0.022236366739255563,0.02745532465649712,0.04062043251037309,0.03868169234507449,0.027424717907627197,0.030106254170565856,0.03242015793255045,0.05360221947839778,0.03211674038967175,0.03216392665479533,0.018790527250250263,0.06109189128558265,0.04631218925260081,0.04587388371582953,0.05123258815325372,0.05206638132240859,0.07238056243744322,0.039563724290449846,0.042441194117487833,0.04313488448756897,0.04657298064516926,0.10998529309310223,0.05076320515828358,0.019247142464557453,0.017643336154059025,0.047882074176496536,0.016609171558734866,0.11426627984681535,0.07841418812152122,0.04044880597946643,0.027376302170804594,0.03443128166200992,0.08604017366709373,0.07199973588889537,0.04913494324654922,0.023869110821150504,0.00621239153590674,0.014128854099853948,0.02304900735527454,0.027441057844860547,0.052453486731349946,0.07634244120825802,0.03455046926139546,0.03356705780859748,0.006878570651696482,0.04190488872433867,0.04294698552129617,0.030998618865653412,0.08687253958809821,0.05046486789686106,0.0528511456136553,0.07009502465785383,0.07861573434670943
25,'Flute',4,0.04370133713295571,0.11812043741887156,0.06308026155053527,0.036781490186029976,0.03876080498026874,0.024253867531977336,0.07774940001224982,0.0945899423124168,0.06059574316072363,0.04219785310705545,0.07061610454742048,0.0864113489686363,0.041979072469718735,0.04136656418958006,0.06300311477441142,0.03449910092114792,0.013529350677123369,0.013474889626673871,0.008227794397447596,0.0,0.037861616998419084,0.0031449486054588183,0.00883208760240107,0.03914405516109273,0.030239416174511726,0.06761907427798819,0.03328219375689388,0.06334340630913878,0.054968277981337264,0.04094637349458899,0.027097543766647202,0.03025958716096876,0.021287905120762545,0.01922753025904952,0.0381155427796423,0.034459909174092765,0.026476256289134182,0.03827313859978947,0.040587042361774066,0.061769103907621394,0.040283624818895365,0.040330811084018946,0.027018321647697855,0.05286409688813506,0.04530281766588382,0.04486451212911254,0.05022321656653672,0.0510570097356916,0.06421367800821959,0.03139683986122623,0.03517414311864205,0.04167185294156087,0.038406096215945644,0.10177884511886753,0.05173637403845278,0.02019560408305047,0.009415541756611428,0.03970155917760376,0.008442287129511249,0.10953789067468045,0.0701863937240736,0.03222101158201883,0.019148507773357002,0.033482820043516895,0.08503080208037674,0.06377194149144777,0.04090714884910163,0.01564131642370291,0.0026571336602435776,0.009924612319249897,0.019022062198855362,0.023287718349751563,0.05150502511285693,0.07539397958976501,0.026322674863947865,0.025339263411149882,0.00187682549625058,0.033738004295115046,0.03471919112384858,0.030050157247160397,0.07864474519065062,0.04951640627836804,0.05190268399516229,0.06914656303936081,0.07038793994926183
25,'Flute',5,0.005839720134536629,0.12657832641849717,0.07155383306919401,0.031023566163679434,0.0064819251594508695,0.014022046851874642,0.08301188247393074,0.10304783131204241,0.06905363216034924,0.050717284467896445,0.0327544875490014,0.09493141078692753,0.05049913428800998,0.04985771537958289,0.07152317659270267,0.039575835170971733,0.042032988943430015,0.031707877720119695,0.0460285014276427,0.037861616998419084,0.0,0.03477065580333348,0.029420232032292954,0.004255017401317399,0.02310872029313339,0.0760769632776138,0.04822010132268988,0.061884123244067425,0.06342616698096287,0.0268191035161138,0.035555432766272814,0.03871747616059437,0.03245923627904973,0.02694800325858734,0.046573431779267906,0.04291779817371838,0.03493414528875979,0.07613475559820855,0.07844865936019314,0.09963072090604048,0.07814524181731446,0.07819242808243802,0.06481776582745132,0.030904002183404847,0.05382287948417506,0.05338457394740378,0.058743278384827964,0.05957707155398284,0.026352061009800504,0.00965404075584191,0.043694204936933295,0.05012974194118649,0.04446835961155288,0.06395805451590117,0.04325377777715098,0.04241022529131588,0.028499625116001345,0.014600661393620549,0.029507889662202427,0.11805657041442402,0.03597919606928801,0.031976834284811885,0.024913254852426764,0.04194070904314251,0.093550863898668,0.025972497311694317,0.0031077046693481734,0.02227300192335264,0.03984314180076819,0.03197444014157628,0.027517931016576593,0.0318077801680428,0.059962914112482536,0.0838518685893906,0.02271576390700771,0.016940162863672666,0.0391730196085528,0.026422956547234987,0.03972202738809339,0.038508046246786005,0.04084530101089716,0.057974295277993665,0.0603605729947879,0.07760445203898643,0.032588495769508376
25,'Flute',6,0.04061037593787011,0.11668670859940512,0.061646532731068855,0.03369052899094437,0.035669843785183133,0.021162906336891735,0.0746584388171642,0.09315621349295038,0.05916201434125721,0.04076412428758903,0.06752514335233488,0.08492363273879666,0.04050924249564256,0.03993283537011364,0.061551121634845475,0.031408139726062316,0.014963079496589787,0.014962605856513508,0.011372743002906416,0.0031449486054588183,0.03477065580333348,0.0,0.006285032647148625,0.03605309396600714,0.027148454979426122,0.06618534545852177,0.03180170440731523,0.06025244511405317,0.053534549161870844,0.037830046683434274,0.025663814947180785,0.028825858341502347,0.019854176301296125,0.016961734263458744,0.036681813960175884,0.03302618035462635,0.025042527469667758,0.041386057191554325,0.04367800355685967,0.06489908540400026,0.043374586013980976,0.04342177227910455,0.03016327025315668,0.04971978892484938,0.04383971305130224,0.043377823722069865,0.04875233438464862,0.049572736419707934,0.06112271681313399,0.028305878666140625,0.033716067766362205,0.04023812412209446,0.03531513502086004,0.09868788392378192,0.05322409026829242,0.02166592183053158,0.006271030687332137,0.03661059798251816,0.005976441313168323,0.10810416185521403,0.06704344422094101,0.029091493972667554,0.016035596493690293,0.03204909122405048,0.08355647269357287,0.06065619263668998,0.03776323227377936,0.012497653879980837,0.005160351466999675,0.01139844570352598,0.017588333379388945,0.021849973765308183,0.050071296293390515,0.0739602507702986,0.023221016658528684,0.022194314805691062,0.004494172351209933,0.030647043100029442,0.031574242518389764,0.028616428427693973,0.07551431296550783,0.04808267745890163,0.050468955175695863,0.0677128342198944,0.06725305381306902
25,'Flute',7,0.03522110837207353,0.11067857590409673,0.0557678852392283,0.028296023604877815,0.030277749966540618,0.015421779929576268,0.06927689078189775,0.08724254748945537,0.05324475902859444,0.034931336637930736,0.06214804834020721,0.07914546295696183,0.03471318645804427,0.034071767549617174,0.05573722876273696,0.025667013318746847,0.021248112143738413,0.020871101988702023,0.016998972031624687,0.00883208760240107,0.029420232032292954,0.006285032647148625,0.0,0.030379038530152263,0.02167369456381218,0.05990899596324712,0.026016307745219416,0.05489017582537851,0.04724951651472222,0.0325671613471285,0.01937878230003216,0.022540825694353717,0.0135691436541475,0.01116205542862163,0.030396781313027255,0.026741147707477722,0.018757494822519136,0.04710522620219054,0.049419129964175135,0.07060119151002248,0.04911571242129644,0.04916289868642002,0.035763764006332625,0.04448488474067456,0.03803693165420935,0.03759862611743807,0.04295733055486226,0.04379112372401713,0.055381590405818505,0.02256475225882516,0.02790825710696759,0.03395309147494583,0.029709264886790862,0.09337828654819413,0.05943042824339164,0.027914365549665515,0.005149912599100154,0.031275067631588445,0.00038980047288982305,0.1022706225844583,0.061807181576613114,0.02384179943455834,0.010769295625896506,0.025764058576901856,0.07776491606870227,0.05539272934398728,0.032527936701641134,0.007262104276242414,0.010813612404750178,0.017643373785864936,0.011731983186610883,0.016021832338077097,0.043786263646241885,0.06802244057768565,0.017943462716487373,0.01696005126368939,0.010143490212534797,0.024905916692713973,0.026339978976388085,0.022331395780545354,0.07026553304319012,0.041797644811753,0.04418392252854724,0.06176759178175855,0.06200872780180133
