% Distances between instruments for pitch 35 (B1)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 6 (Bass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 7 (Bassoon), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 13 (Contrabassoon), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 21 (ElectricBass), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 27 (Horn), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 29 (Kantele), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 34 (Organ), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 40 (ScaleChangerHarmonium), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 44 (Tanbur), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 45 (Trombone), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 47 (Tuba), style 3' NUMERIC

@DATA
34,'Organ',6,0.01909661998817875,0.03945877572766528,0.037617319106025206,0.026828527176710137,0.030092928285407865,0.1036841329425748,0.03877015458616266,0.03998157885315989,0.03979976547722358,0.03836257914533538,0.03683482433769062,0.02182090740952429,0.03557672449676297,0.01794656179944926,0.10336193643060858,0.036453272110544846,0.03917557884761929,0.056642258867516344,0.007282548103083947,0.00922330662455832,0.0189967863946559,0.1443812447729429,0.1393026385835241,0.002574306305626922,0.018126623042187564,0.011437490681014828,0.0,0.03134323325998126,0.021206672297811185,0.0010169527002777858,0.00600937102879186,0.2715635679365462,0.03511913807735063,0.06604865752702606,0.05299361002240297,0.04666145784214113,0.03415644418079302,0.007763899630220503,0.05122609494330835,0.028876743815857923,0.04674105695394531
36,'Piano',6,0.05031787488206179,0.07068003062154832,0.043253411698878697,0.056611587747100046,0.03572902087826135,0.1093202255354283,0.0075241241897025775,0.008760323959276846,0.008574737144213617,0.007019345885354122,0.0054915910777093594,0.012804017337564913,0.004355469602879932,0.013396671460531999,0.10912000738956029,0.005110038850563588,0.007832345587638026,0.062372746705974313,0.024122198277709648,0.02812207772203559,0.013360693801802407,0.15013931573189462,0.1530121611902545,0.030650603603860193,0.023884694001139278,0.0225479064888017,0.03134323325998126,0.0,0.015570579704957692,0.030608290106625136,0.025341294322242722,0.27732163889549794,0.0038978831834675914,0.07168475011987956,0.05862970261525647,0.052419528801092845,0.03991451513974473,0.03898515452410354,0.07403031975523977,0.06009799870974097,0.058040754228717566
36,'Piano',7,0.03698573657281114,0.05528481303507601,0.058823991403836394,0.04803519947452132,0.05129960058321905,0.12489080524038598,0.022997501031139095,0.024194956282734464,0.02402711192220001,0.022589925590311814,0.02106217078266705,0.0283745970425226,0.019777613250247402,0.024213521553879725,0.12451522497603261,0.02068061855552128,0.023402925292595717,0.07784893116532754,0.026786492487923214,0.0304299789223695,0.0022516773938110668,0.16553453331836693,0.1604559271289481,0.01865325586612847,0.03930324731477211,0.032590779226438854,0.021206672297811185,0.015570579704957692,0.0,0.020328979476829264,0.023243835404066576,0.29272550549350596,0.019293100769939907,0.08725532982483725,0.07420028232021415,0.06781474638756516,0.05530973272621704,0.02506871707906451,0.07243276724111954,0.04470278112326865,0.06794772925175649
36,'Piano',8,0.019709584775436655,0.04007174051492318,0.038495011927007126,0.02770621999769206,0.03097062110638978,0.10456182576355673,0.03813241429632771,0.03936861406590198,0.039183027250838755,0.03761035447878161,0.03608259967113685,0.021068682742970524,0.03496375970950507,0.017289751891748365,0.10437888913088637,0.03570104744399108,0.03842335418106552,0.05763162844730039,0.006669583315826041,0.010100999445540241,0.018119093573673976,0.1453981974732207,0.14031959128380186,0.0016757236107007882,0.019143575742465353,0.012454443381292613,0.0010169527002777858,0.030608290106625136,0.020328979476829264,0.0,0.005396406241533955,0.272580520636824,0.03450617329009272,0.06692635034800798,0.0538713028433849,0.04767841054241891,0.0351733968810708,0.008376864417478409,0.052103787764290276,0.029489708603115835,0.04761874977492722
36,'Piano',9,0.02510599101697061,0.04546814675645714,0.03558015599976982,0.03139970388200886,0.028055765179152467,0.10164696983631942,0.03276821564842413,0.03397220782436802,0.03379782653948504,0.032360640207596846,0.030832885399952086,0.015818968471785756,0.02956735346797111,0.011944622861710726,0.10131734123329987,0.03045133317280631,0.03317363990988075,0.054605095761260956,0.003588608745190467,0.0071861435183029265,0.021033949500911295,0.1423366495756342,0.13725804338621536,0.005337631246615006,0.016082027844878843,0.009392895483706108,0.00600937102879186,0.025341294322242722,0.023243835404066576,0.005396406241533955,0.0,0.2695189727392375,0.029109767048558766,0.06401149442077067,0.05095644691614759,0.04461686264483241,0.0321118489834843,0.013773270659012363,0.04918893183705297,0.03488611484464978,0.04470389384768991
36,'Piano',10,0.25842318407465775,0.24041578755475332,0.23745120979934353,0.2465817027831436,0.2658073568569408,0.27140677737299107,0.28455416886624735,0.2857516241178427,0.28558377975730825,0.2841465934254201,0.2826188386177753,0.267604921689609,0.2813342810853557,0.2686005638009206,0.1908949934625105,0.28223728639062956,0.28495959312770397,0.24604247559195738,0.2659471423740079,0.2627740628367651,0.29051561959035066,0.13190734635571985,0.1323467528772807,0.2741378742421731,0.26378720914293424,0.26021178879691964,0.2715635679365462,0.27732163889549794,0.29272550549350596,0.272580520636824,0.2695189727392375,0.0,0.28085841761658387,0.24194830360329153,0.23362550026547702,0.26038298063168547,0.26043076920568714,0.26924742436477733,0.22054063226117718,0.2519558403923337,0.22519414204354163
36,'Piano',11,0.05421575806552938,0.07457791380501591,0.04708848726171782,0.06050947093056763,0.03204392284271161,0.10563512749987856,0.0037418232906316633,0.004939278542227033,0.00477143418169258,0.003334247849804384,0.0018064930421596208,0.013664616146050983,0.0005219355097399723,0.017216421398344357,0.10522212420609271,0.0014249408150138494,0.004147247552088287,0.0585932534248201,0.02783658997426668,0.03201996090550318,0.017045791837352147,0.14898669704276646,0.15669725922580421,0.03444739829517377,0.02004756957426468,0.026233004524351438,0.03511913807735063,0.0038978831834675914,0.019293100769939907,0.03450617329009272,0.029109767048558766,0.28085841761658387,0.0,0.06799965208432981,0.054944604579706735,0.04855492026628061,0.036016631956277134,0.04288303770757113,0.07792820293870736,0.06399588189320855,0.06193863741218516
40,'ScaleChangerHarmonium',1,0.05194307954985696,0.03465787093559145,0.03097110527454272,0.040101598258342815,0.0359557292416182,0.03793788794516463,0.06425782879369815,0.06306037354210278,0.06322821790263723,0.06466540423452544,0.0661931590421702,0.05888073278231464,0.06747771657458984,0.06304180827095753,0.051107364691541673,0.06657471126931597,0.06385240453224153,0.009406398659509714,0.06047696670533922,0.05682535090246774,0.08504544392168197,0.11012265507044228,0.11783321725348005,0.06860207395870878,0.047952082510065136,0.05474161312825093,0.06604865752702606,0.07168475011987956,0.08725532982483725,0.06692635034800798,0.06401149442077067,0.24194830360329153,0.06799965208432981,0.0,0.013055047504623085,0.019444731818049208,0.03200120267444277,0.06276731983997656,0.038770194916624166,0.046266275555552704,0.02261215759710059
44,'Tanbur',1,0.03962312287519192,0.027070158427735014,0.018651148599877685,0.027781641583677782,0.03218185659146378,0.05069052292017182,0.05120278128907507,0.05237019615309015,0.052184609338026926,0.05161035672990235,0.05313811153754711,0.04596196747059361,0.05442266906996676,0.04998676076633444,0.05059842969352819,0.0535955644573973,0.051334092862226954,0.012619495491309246,0.047421919200716124,0.043974001637299254,0.07199039641705889,0.10179985173262779,0.10951041391566556,0.05554702645408569,0.034897035005442056,0.041686565623627846,0.05299361002240297,0.05862970261525647,0.07420028232021415,0.0538713028433849,0.05095644691614759,0.23362550026547702,0.054944604579706735,0.013055047504623085,0.0,0.027032318392382442,0.027080106966384142,0.050447363165311516,0.030447391578809685,0.033211228050929624,0.01443088203490426
45,'Trombone',1,0.03374032108063093,0.05410247682011746,0.026613050276819362,0.040034033945669185,0.016940041420867347,0.05708020723359795,0.044895404611390265,0.04365920484181599,0.04384479165687922,0.045424185408227714,0.046966902472819864,0.03985991857565435,0.04806405919821291,0.04369845370651557,0.06952924432762277,0.04749351556245804,0.04482039732395134,0.014412822901073194,0.041032234887290006,0.03787195274236,0.06560071210363276,0.12854453470652338,0.13625509688956114,0.049235764147768056,0.028534834799953567,0.03529688131020172,0.04666145784214113,0.052419528801092845,0.06781474638756516,0.04767841054241891,0.04461686264483241,0.26038298063168547,0.04855492026628061,0.019444731818049208,0.027032318392382442,0.0,0.012556470856393562,0.044345314270372256,0.05745276595380891,0.043520444908310106,0.041463200427286705
45,'Trombone',3,0.03378810965463263,0.05415026539411916,0.026660838850821062,0.040081822519670886,0.0054408422386119535,0.06963667808999151,0.03239039095004215,0.031154191180467878,0.03133977799553111,0.0329191717468796,0.03446188881147175,0.02735490491430624,0.03555904553686479,0.03119344004516746,0.06953577574317664,0.03498850190110992,0.03231538366260323,0.022594804014933054,0.028523240238293824,0.025366939081011883,0.05305805533240598,0.12854086608547963,0.13625142826851738,0.03673075048641994,0.01602982113860545,0.022740410453808157,0.03415644418079302,0.03991451513974473,0.05530973272621704,0.0351733968810708,0.0321118489834843,0.26043076920568714,0.036016631956277134,0.03200120267444277,0.027080106966384142,0.012556470856393562,0.0,0.031840300609024146,0.05750055452781061,0.043568233482311806,0.041510989001288405
45,'Trombone',4,0.011917019493746628,0.03218506404854849,0.03375527432477188,0.022966482395456813,0.027415730342942535,0.10070520778514118,0.04650927871380611,0.04774547848338038,0.047559891668317165,0.04598049791696867,0.04443778085237652,0.029218421561520148,0.043340624126983474,0.025666616309226776,0.1010457928588397,0.043911167762738346,0.046584286001245034,0.05429853217525373,0.01504644773330445,0.010863076802067953,0.025841614331442293,0.14206510120117402,0.1369864950117552,0.008435639412397356,0.025797142518296668,0.016689672683639755,0.007763899630220503,0.03898515452410354,0.02506871707906451,0.008376864417478409,0.013773270659012363,0.26924742436477733,0.04288303770757113,0.06276731983997656,0.050447363165311516,0.044345314270372256,0.031840300609024146,0.0,0.048706792103600106,0.022484090967860988,0.04405328232123568
47,'Tuba',1,0.03788255181348051,0.019875155293576086,0.034141517377872674,0.026041070521966372,0.06262924817027347,0.0682286686863237,0.08155444394494235,0.08279064371451662,0.0826050568994534,0.0810256631481049,0.07948294608351275,0.06442681300294165,0.0783857893581197,0.060711781540363004,0.0523390007552396,0.0790591777039622,0.08178148444103665,0.04303994305273571,0.05009161296444068,0.04613888429004199,0.07022288133796425,0.09335830909757392,0.08827970290815511,0.05377951137499107,0.06084230774943289,0.05173483791477598,0.05122609494330835,0.07403031975523977,0.07243276724111954,0.052103787764290276,0.04918893183705297,0.22054063226117718,0.07792820293870736,0.038770194916624166,0.030447391578809685,0.05745276595380891,0.05750055452781061,0.048706792103600106,0.0,0.03144371297183499,0.016158037319523578
47,'Tuba',2,0.012244149813529772,0.012421111668700273,0.02023770117305235,0.007046145205236779,0.04872543196545315,0.08390175097110146,0.06762212289944354,0.06885832266901781,0.06867273585395457,0.06709334210260609,0.06555062503801394,0.05052299679812133,0.0644534683126209,0.0467794604948642,0.08375420888639612,0.06515536149914188,0.06787766823621633,0.037006948202810135,0.03615929191894188,0.032235068085221676,0.04695445851707972,0.12477351722873042,0.11969491103931161,0.029548483598034785,0.04690998670393409,0.03780251686927718,0.028876743815857923,0.06009799870974097,0.04470278112326865,0.029489708603115835,0.03488611484464978,0.2519558403923337,0.06399588189320855,0.046266275555552704,0.033211228050929624,0.043520444908310106,0.043568233482311806,0.022484090967860988,0.03144371297183499,0.0,0.026958674982471943
47,'Tuba',3,0.03322904203111609,0.01522164551121166,0.01798348005834909,0.02138756073960195,0.046471330047556554,0.0569430759886295,0.06556487841842014,0.06680107818799441,0.06661549137293118,0.06503609762158269,0.06349338055699054,0.04827402126613417,0.06239622383159749,0.0447222160138408,0.056992510537604034,0.06296676746735237,0.06563988570585906,0.027050377526213507,0.04116936613225845,0.03757992079322343,0.06573784334860121,0.09801181887993833,0.09522105965637945,0.049294473385628014,0.04485274222291069,0.03574527238825378,0.04674105695394531,0.058040754228717566,0.06794772925175649,0.04761874977492722,0.04470389384768991,0.22519414204354163,0.06193863741218516,0.02261215759710059,0.01443088203490426,0.041463200427286705,0.041510989001288405,0.04405328232123568,0.016158037319523578,0.026958674982471943,0.0
