% Distances between instruments for pitch 89 (F6)
@RELATION distances

@ATTRIBUTE 'InstrumentId' NUMERIC
@ATTRIBUTE 'Instrument' STRING
@ATTRIBUTE 'StyleId' NUMERIC
@ATTRIBUTE 'Distance to instrument 3 (Bandura), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 12 (Clarinet), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 15 (DallapeAccordion), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 23 (ElectricPiano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 25 (Flute), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 26 (Fujara), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 28 (JinghuOperaViolin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 32 (Oboe), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 10' NUMERIC
@ATTRIBUTE 'Distance to instrument 36 (Piano), style 11' NUMERIC
@ATTRIBUTE 'Distance to instrument 37 (Pinkillo), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 38 (PivanaFlute), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 39 (Saxophone), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 46 (Trumpet), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 50 (Viola), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 1' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 2' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 3' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 4' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 5' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 6' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 7' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 8' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 9' NUMERIC
@ATTRIBUTE 'Distance to instrument 51 (Violin), style 10' NUMERIC

@DATA
25,'Flute',4,0.052909807419203,0.028316605683457886,0.07534488128173124,0.0650462094434664,0.06493688919241415,0.05124877443638339,0.04946302569518805,0.060799492676553026,0.013723189565146387,0.00017912553689995343,0.007209871436985056,0.0,0.12861180205259834,0.012495201762924036,0.02189758851063538,0.033062499898460364,0.027670150008539573,0.08986544592016264,0.03485995790942453,0.05033523293079695,0.056117615669615685,0.07616832696927447,0.10979945228207429,0.29960447560037673,0.0398147219546631,0.08600547958059235,0.045197048440333475,0.042087520616189755,0.07575704195435119,0.07222776309362865,0.03245964699489706,0.021677180463479828,0.04199301169915876,0.07158360838361288,0.05161242785510772,0.09101917000860549,0.035422583592153896,0.0367601133611772,0.03744169282260418,0.05418187627969551,0.1463600142535888,0.026065841853387575,0.048476476076720454,0.05536269592651754,0.05948735007056597,0.08439003772145721
25,'Flute',5,0.11194963970345022,0.11132587709186381,0.09077371683974605,0.1104157311529181,0.07090050240327321,0.12422363772180815,0.0791487763574103,0.11465592814896731,0.12218666722409666,0.12872334863961474,0.13242850902702497,0.12861180205259834,0.0,0.1353709610425092,0.12805999302025836,0.11432357034349282,0.10272459085015893,0.10529428147817747,0.10960542746962675,0.17864692726467615,0.1844293100034949,0.20448002130315368,0.09437061672405948,0.2841756400423619,0.13566637171797788,0.10113420741988803,0.08341475361226487,0.09630490230699268,0.09088576979364686,0.10325861756294329,0.09750999105151559,0.10763476090669427,0.10914308376811233,0.058311947203905645,0.07702079022050547,0.037615427457757644,0.09319069714941075,0.09190589609695689,0.09118446566282962,0.07483393905175328,0.050935524385096596,0.10465419948140815,0.0801353259758779,0.09482020525113817,0.09220806221163597,0.09956614174699696
25,'Flute',6,0.0405015769191342,0.027591106809162397,0.07140852200778537,0.05255100768054236,0.07167558990668266,0.03875357267345935,0.05625595289573642,0.048310786068414734,0.02590233612318552,0.01267432729982399,0.005285330325938979,0.012495201762924036,0.1353709610425092,0.0,0.009722952742072829,0.02389042626835644,0.032870942661334925,0.08903111424346667,0.026655349853418008,0.04327596622216696,0.04905834896098571,0.06912521632124677,0.12197408805063685,0.31177911136893927,0.02731952019173907,0.07351027781766832,0.05224622093989461,0.03908276980360873,0.06326184019142715,0.05973256133070461,0.039518913703527045,0.028736447172109814,0.02981837593059621,0.07832230909788138,0.05835112856937622,0.09775787072287397,0.042180263893098424,0.0434988140754457,0.04418649537967956,0.06124114298832548,0.1530987149678573,0.03312510856201756,0.05526833382511551,0.04318806015795498,0.04731271430200342,0.07696494988923473
25,'Flute',7,0.03298396486162084,0.01800828511513921,0.06358623554809596,0.04512036688588423,0.06438508016007417,0.031322931878801225,0.04891121666284806,0.040873650118970865,0.03562077807578177,0.022025334743370446,0.014755999531079539,0.02189758851063538,0.12805999302025836,0.009722952742072829,0.0,0.01430760457433325,0.02533540217009943,0.08118926699016926,0.01845456555063162,0.05285878791619015,0.058641170655008894,0.07869188195466768,0.1316970407927097,0.32150206411101206,0.019888879397080946,0.06607963702301019,0.04464523940799348,0.03175509071326569,0.05583119939676903,0.05230192053604648,0.030550001968742774,0.020425232113564094,0.020095423188523382,0.07103179935127289,0.05106061882276774,0.0904673609762655,0.034870774559813904,0.03620830432883721,0.03688988379026419,0.05322605396850507,0.1458082052212488,0.023542286867994366,0.047924667044380476,0.03533087673325663,0.03899688009869446,0.06960660568073984
25,'Flute',8,0.02239023537136355,0.00544888150417943,0.04984981287133041,0.03452663739562695,0.05064865748330862,0.02072920238854394,0.03517479398608251,0.03027992062871358,0.04678568946360675,0.03319024613119542,0.025920910918904517,0.033062499898460364,0.11432357034349282,0.02389042626835644,0.01430760457433325,0.0,0.011598979493333878,0.06745284431340372,0.004718142873866065,0.0671663924905234,0.07294877522934214,0.09299948652900093,0.14286195218053466,0.3326669754988371,0.02418583694382513,0.0554859075327529,0.030908816731227935,0.018018668036500134,0.04523746990651175,0.04170819104578919,0.01681357929197722,0.013153138236154679,0.0089305118006984,0.05729537667450734,0.03732419614600218,0.08296367440970527,0.021134351883048352,0.022471881652071656,0.02315346111349863,0.03948963129173951,0.13207178254448323,0.015291626305491494,0.04626627091457173,0.024737147242999354,0.028403150608437178,0.05587018300397428
26,'Fujara',1,0.025239657410663422,0.008601286241704876,0.04775026652292613,0.03737605943492683,0.03904967798997474,0.023578624427843812,0.023575814492748634,0.033129342668013456,0.04131780432395148,0.027849275545439523,0.029703918176866045,0.027670150008539573,0.10272459085015893,0.032870942661334925,0.02533540217009943,0.011598979493333878,0.0,0.062270831161357544,0.007265343150619441,0.07614690888350188,0.08192929162232064,0.10198000292197941,0.1373940670408794,0.32719909035918177,0.033166353336803615,0.058335329572052785,0.019375278278559685,0.014417370607650184,0.048086891945811616,0.04455761308508907,0.006647971042192121,0.008460927663809637,0.014398396940353669,0.045696397181173465,0.025725216652668303,0.07749578927005,0.009535372389714473,0.010872902158737778,0.011554481620164758,0.02837020032699057,0.12047280305114937,0.012007515697768095,0.04079838577491646,0.027768081167712445,0.03189273531176088,0.05671988771291764
28,'JinghuOperaViolin',1,0.06554327991719482,0.06456398386417518,0.017622592235681307,0.06407588435387561,0.03443622636518092,0.07788379092276564,0.052181880605446436,0.06831608134992483,0.10358863548530901,0.0899931921528977,0.08585683696669251,0.08986544592016264,0.10529428147817747,0.08903111424346667,0.08118926699016926,0.06745284431340372,0.062270831161357544,0.0,0.06273470143953765,0.13230708046563364,0.1380894632044524,0.1581401745041112,0.19966489820223696,0.38946992152053933,0.08932652491893538,0.043129649356690426,0.05528771320358114,0.04994834443985794,0.03751112694839214,0.05691877076390078,0.06030982874608439,0.07042545206310527,0.06227235773802323,0.047019781601463674,0.07555918312094494,0.13976662043140753,0.06007760186019231,0.06175600043462017,0.05682852464399361,0.04861517650799408,0.15622980586327406,0.07397204009706372,0.10306921693627401,0.048074274097697794,0.045337336181546874,0.012066164354231934
32,'Oboe',2,0.018639558071594883,0.0091995588039481,0.045131669997464346,0.030775960095858274,0.04593051460944255,0.016978525088775266,0.030456651112216446,0.02652924332894491,0.048583147474570924,0.0349877041421596,0.02771836892986869,0.03485995790942453,0.10960542746962675,0.026655349853418008,0.01845456555063162,0.004718142873866065,0.007265343150619441,0.06273470143953765,0.0,0.06993131607558496,0.07571369881440371,0.0957644101140625,0.14465941019149883,0.3344644335098012,0.0269507605288867,0.051735230232984236,0.02619067385736187,0.013300525162634066,0.041486792606743074,0.03795751374602053,0.012863563850109038,0.015061027002878181,0.007133053789734229,0.052577233800641276,0.03260605327213612,0.08476113242066945,0.016416209009182284,0.017753738778205592,0.01843531823963257,0.03477148841787345,0.12735363967061716,0.01860761503683664,0.048063728925535905,0.02098646994323068,0.024652473308668512,0.05115204013010822
36,'Piano',1,0.06676380054843882,0.07086707303132936,0.11468448822995235,0.06823119611175804,0.1149295671142153,0.05442328954286799,0.09953191911790338,0.06399099911570882,0.056460260040579476,0.05027506564794546,0.04645024349894111,0.05033523293079695,0.17864692726467615,0.04327596622216696,0.05285878791619015,0.0671663924905234,0.07614690888350188,0.13230708046563364,0.06993131607558496,0.0,0.005788592113667058,0.025876327246155892,0.11069316734314898,0.30675271654723774,0.042980555546698274,0.08917743110894322,0.09552218716206157,0.08235873602577569,0.09479998970910557,0.07538830970173287,0.08279487992569401,0.07201241339427678,0.07247219361589485,0.1215812862684988,0.10162613704417067,0.1410314998069185,0.08545623011526537,0.08674770315053658,0.08746246160184652,0.10451710921049245,0.1963531170774145,0.07640107478418452,0.09854430004728247,0.08423280636793584,0.08730360018604867,0.12024091611140171
36,'Piano',2,0.07254618328725758,0.0766494557701481,0.12046687096877107,0.07401357885057679,0.12071307109544059,0.060205672281686745,0.10531430185672212,0.06977338185452757,0.06224264277939823,0.05605744838676421,0.052232626237759865,0.056117615669615685,0.1844293100034949,0.04905834896098571,0.058641170655008894,0.07294877522934214,0.08192929162232064,0.1380894632044524,0.07571369881440371,0.005788592113667058,0.0,0.02008773513248883,0.11648175945681603,0.3125413086609048,0.04876293828551701,0.09495981384776196,0.10130456990088031,0.08814111876459445,0.10058858182277262,0.08117428934458966,0.08857726266451275,0.07779479613309552,0.0782545763547136,0.12736366900731758,0.10740851978298942,0.14681388254573724,0.09123861285408413,0.09253629526420364,0.09324484434066527,0.1102994919493112,0.20213619615661518,0.08218345752300327,0.10432668278610123,0.09001518910675459,0.09308598292486742,0.12602329885022046
